zoneid,s020001,s020002,s020003,s020004,s020005,s020006,s020007,s020008,s020009,s020010,s020012,s020013,s020015,s020016,s020017,s020019,s020020,s020022,s020023,s020024,s020026,s020027,s020029,s020030,s020031,s020033,s020034,s020036,s020037,s020038,s020039,s020040,s020041,s020042,s020043,s020044,s020045,s020046,s020047,s020048,s020049,s020050,s020051,s020052,s020053,s020054,s020055,s020056,s020057,s020058,s020059,s020060,s020061,s020062,s020063,s020064,s020065,s020066,s020067,s020068,s020069,s020070,s020071,s020072,s020073,s020074,s020075,s020076,s020077,s020078,s020079,s020080,s020081,s020082,s020083,s020084,s020085,s020086,s020087,s020088,s020089,s020090,s020091,s020092,s020093,s020094,s020095,s020096,s020097,s020098,s020099,s020100,s020101,s020102,s020103,s020104,s020105,s020106,s020107,s020108,s020109,s020110,s020111,s020112,s020113,s020114,s020115,s020116,s020117,s020118,s020119,s020120,s020121,s020122,s020123,s020124,s020125,s020126,s020127,s020128,s020129,s020130,s020131,s020132,s020133,s020134,s020135,s020136,s020137,s020138,s020139,s020140,s020141,s020142,s020143,s020144,s020145,s020146,s020147,s020148,s020149,s020150,s020151,s020152,s020153,s020154
03BN,1214004,582201,372068,210133,631803,414443,217360,97775,49821,49821,47954,47954,88792,45056,45056,43736,43736,74264,38196,38196,36068,36068,13906,7183,7183,6723,6723,28444,14487,14408,79,13957,13819,138,32818,15876,15635,241,16942,16352,590,113372,54317,50191,4126,59055,50085,8970,110494,52357,36960,15397,58137,35779,22358,88789,43264,21005,22259,45525,19940,25585,71083,35702,13811,21891,35381,13102,22279,69754,35463,12977,22486,34291,11414,22877,56811,28436,9783,18653,28375,8971,19404,57256,28459,9003,19456,28797,9149,19648,57016,28572,9340,19232,28444,9654,18790,60225,29062,9391,19671,31163,12609,18554,60795,28555,9678,18877,32240,15902,16338,48292,20276,7099,13177,28016,17042,10974,40556,15289,6156,9133,25267,18571,6696,26453,8226,4044,4182,18227,15120,3107,12436,2808,1754,1054,9628,8765,863,4673,796,577,219,3877,3688,189
