ED_CODE,JOIN_KEY,SAS04_BIRTH_FE
H1981F00018744,H1981F00018744,0
H1981F00018745,H1981F00018745,0
H1981F00018746,H1981F00018746,0
H1981F00018747,H1981F00018747,0
H1981F00018748,H1981F00018748,0
H1981F00018749,H1981F00018749,0
H1981F00018750,H1981F00018750,0
H1981F00018751,H1981F00018751,0
H1981F00018752,H1981F00018752,0
H1981F00018753,H1981F00018753,0
H1981F00018754,H1981F00018754,0
H1981F00018755,H1981F00018755,0
H1981F00018756,H1981F00018756,0
H1981F00018757,H1981F00018757,0
H1981F00018758,H1981F00018758,0
H1981F00018759,H1981F00018759,0
H1981F00018760,H1981F00018760,0
H1981F00018761,H1981F00018761,0
H1981F00018762,H1981F00018762,0
H1981F00018763,H1981F00018763,0
H1981F00018764,H1981F00018764,0
H1981F00018765,H1981F00018765,0
H1981F00018766,H1981F00018766,0
H1981F00018767,H1981F00018767,0
H1981F00018768,H1981F00018768,0
H1981F00018769,H1981F00018769,0
H1981F00018770,H1981F00018770,0
H1981F00018771,H1981F00018771,0
H1981F00018772,H1981F00018772,0
H1981F00018773,H1981F00018773,0
H1981F00018774,H1981F00018774,0
H1981F00018775,H1981F00018775,0
H1981F00018776,H1981F00018776,0
H1981F00018777,H1981F00018777,0
H1981F00018778,H1981F00018778,0
H1981F00018779,H1981F00018779,0
H1981F00018780,H1981F00018780,0
H1981F00018781,H1981F00018781,0
H1981F00018782,H1981F00018782,0
H1981F00018783,H1981F00018783,0
H1981F00018784,H1981F00018784,0
H1981F00018785,H1981F00018785,0
H1981F00018786,H1981F00018786,0
H1981F00018787,H1981F00018787,0
H1981F00018788,H1981F00018788,0
H1981F00018789,H1981F00018789,0
H1981F00018790,H1981F00018790,0
H1981F00018791,H1981F00018791,0
H1981F00018792,H1981F00018792,0
H1981F00018793,H1981F00018793,0
H1981F00018794,H1981F00018794,0
H1981F00018795,H1981F00018795,0
H1981F00018796,H1981F00018796,0
H1981F00018797,H1981F00018797,0
H1981F00018798,H1981F00018798,0
H1981F00018799,H1981F00018799,0
H1981F00018800,H1981F00018800,0
H1981F00018801,H1981F00018801,0
H1981F00018802,H1981F00018802,0
H1981F00018803,H1981F00018803,0
H1981F00018804,H1981F00018804,0
H1981F00018805,H1981F00018805,0
H1981F00018806,H1981F00018806,0
H1981F00018807,H1981F00018807,0
H1981F00018808,H1981F00018808,0
H1981F00018809,H1981F00018809,0
H1981F00018810,H1981F00018810,0
H1981F00018811,H1981F00018811,0
H1981F00018812,H1981F00018812,0
H1981F00018813,H1981F00018813,0
H1981F00018814,H1981F00018814,0
H1981F00018815,H1981F00018815,0
H1981F00018816,H1981F00018816,0
H1981F00018817,H1981F00018817,0
H1981F00018818,H1981F00018818,0
H1981F00018819,H1981F00018819,0
H1981F00018820,H1981F00018820,0
H1981F00018821,H1981F00018821,0
H1981F00018822,H1981F00018822,0
H1981F00018823,H1981F00018823,0
H1981F00018824,H1981F00018824,0
H1981F00018825,H1981F00018825,0
H1981F00018826,H1981F00018826,0
H1981F00018827,H1981F00018827,0
H1981F00018828,H1981F00018828,0
H1981F00018829,H1981F00018829,0
H1981F00018830,H1981F00018830,0
H1981F00018831,H1981F00018831,0
H1981F00018832,H1981F00018832,0
H1981F00018833,H1981F00018833,0
H1981F00018834,H1981F00018834,0
H1981F00018835,H1981F00018835,0
H1981F00018836,H1981F00018836,0
H1981F00018837,H1981F00018837,0
H1981F00018838,H1981F00018838,0
H1981F00018839,H1981F00018839,0
H1981F00018840,H1981F00018840,0
H1981F00018841,H1981F00018841,0
H1981F00018842,H1981F00018842,0
H1981F00018843,H1981F00018843,0
H1981F00018844,H1981F00018844,0
H1981F00018845,H1981F00018845,0
H1981F00018846,H1981F00018846,0
H1981F00018847,H1981F00018847,0
H1981F00018848,H1981F00018848,0
H1981F00018849,H1981F00018849,0
H1981F00018850,H1981F00018850,0
H1981F00018851,H1981F00018851,0
H1981F00018852,H1981F00018852,0
H1981F00018853,H1981F00018853,0
H1981F00018854,H1981F00018854,0
H1981F00018855,H1981F00018855,0
H1981F00018856,H1981F00018856,0
H1981F00018857,H1981F00018857,0
H1981F00018858,H1981F00018858,0
H1981F00018859,H1981F00018859,0
H1981F00018860,H1981F00018860,0
H1981F00018861,H1981F00018861,0
H1981F00018862,H1981F00018862,0
H1981F00018863,H1981F00018863,0
H1981F00018864,H1981F00018864,0
H1981F00018865,H1981F00018865,0
H1981F00018866,H1981F00018866,0
H1981F00018867,H1981F00018867,0
H1981F00018868,H1981F00018868,0
H1981F00018869,H1981F00018869,0
H1981F00018870,H1981F00018870,0
H1981F00018871,H1981F00018871,0
H1981F00018872,H1981F00018872,0
H1981F00018873,H1981F00018873,0
H1981F00018874,H1981F00018874,0
H1981F00018875,H1981F00018875,0
H1981F00018876,H1981F00018876,0
H1981F00018877,H1981F00018877,0
H1981F00018878,H1981F00018878,0
H1981F00018879,H1981F00018879,0
H1981F00018880,H1981F00018880,0
H1981F00018881,H1981F00018881,0
H1981F00018882,H1981F00018882,0
H1981F00018883,H1981F00018883,0
H1981F00018884,H1981F00018884,0
H1981F00018885,H1981F00018885,0
H1981F00018886,H1981F00018886,0
H1981F00018887,H1981F00018887,0
H1981F00018888,H1981F00018888,0
H1981F00018889,H1981F00018889,0
H1981F00018890,H1981F00018890,0
H1981F00018891,H1981F00018891,0
H1981F00018892,H1981F00018892,0
H1981F00018893,H1981F00018893,0
H1981F00018894,H1981F00018894,0
H1981F00018895,H1981F00018895,0
H1981F00018896,H1981F00018896,0
H1981F00018897,H1981F00018897,0
H1981F00018898,H1981F00018898,0
H1981F00018899,H1981F00018899,0
H1981F00018900,H1981F00018900,0
H1981F00018901,H1981F00018901,0
H1981F00018902,H1981F00018902,0
H1981F00018903,H1981F00018903,0
H1981F00018904,H1981F00018904,0
H1981F00018905,H1981F00018905,0
H1981F00018906,H1981F00018906,0
H1981F00018907,H1981F00018907,0
H1981F00018908,H1981F00018908,0
H1981F00018909,H1981F00018909,0
H1981F00018910,H1981F00018910,0
H1981F00018911,H1981F00018911,0
H1981F00018912,H1981F00018912,0
H1981F00018913,H1981F00018913,0
H1981F00018914,H1981F00018914,0
H1981F00018915,H1981F00018915,0
H1981F00018916,H1981F00018916,0
H1981F00018917,H1981F00018917,0
H1981F00018918,H1981F00018918,0
H1981F00018919,H1981F00018919,0
H1981F00018920,H1981F00018920,0
H1981F00018921,H1981F00018921,0
H1981F00018922,H1981F00018922,0
H1981F00018923,H1981F00018923,0
H1981F00018924,H1981F00018924,0
H1981F00018925,H1981F00018925,0
H1981F00018926,H1981F00018926,0
H1981F00018927,H1981F00018927,0
H1981F00018928,H1981F00018928,0
H1981F00018929,H1981F00018929,0
H1981F00018930,H1981F00018930,0
H1981F00018931,H1981F00018931,0
H1981F00018932,H1981F00018932,0
H1981F00018933,H1981F00018933,0
H1981F00018934,H1981F00018934,0
H1981F00018935,H1981F00018935,0
H1981F00018936,H1981F00018936,0
H1981F00018937,H1981F00018937,0
H1981F00018938,H1981F00018938,0
H1981F00018939,H1981F00018939,0
H1981F00018940,H1981F00018940,0
H1981F00018941,H1981F00018941,0
H1981F00018942,H1981F00018942,0
H1981F00018943,H1981F00018943,0
H1981F00018944,H1981F00018944,0
H1981F00018945,H1981F00018945,0
H1981F00018946,H1981F00018946,0
H1981F00018947,H1981F00018947,0
H1981F00018948,H1981F00018948,0
H1981F00018949,H1981F00018949,0
H1981F00018950,H1981F00018950,0
H1981F00018951,H1981F00018951,0
H1981F00018952,H1981F00018952,0
H1981F00018953,H1981F00018953,0
H1981F00018954,H1981F00018954,0
H1981F00018955,H1981F00018955,0
H1981F00018956,H1981F00018956,0
H1981F00018957,H1981F00018957,0
H1981F00018958,H1981F00018958,0
H1981F00018959,H1981F00018959,0
H1981F00018960,H1981F00018960,0
H1981F00018961,H1981F00018961,0
H1981F00018962,H1981F00018962,0
H1981F00018963,H1981F00018963,0
H1981F00018964,H1981F00018964,0
H1981F00018965,H1981F00018965,0
H1981F00018966,H1981F00018966,0
H1981F00018967,H1981F00018967,0
H1981F00018968,H1981F00018968,0
H1981F00018969,H1981F00018969,0
H1981F00018970,H1981F00018970,0
H1981F00018971,H1981F00018971,0
H1981F00018972,H1981F00018972,0
H1981F00018973,H1981F00018973,0
H1981F00018974,H1981F00018974,0
H1981F00018975,H1981F00018975,0
H1981F00018976,H1981F00018976,0
H1981F00018977,H1981F00018977,0
H1981F00018978,H1981F00018978,0
H1981F00018979,H1981F00018979,0
H1981F00018980,H1981F00018980,0
H1981F00018981,H1981F00018981,0
H1981F00018982,H1981F00018982,0
H1981F00018983,H1981F00018983,0
H1981F00018984,H1981F00018984,0
H1981F00018985,H1981F00018985,0
H1981F00018986,H1981F00018986,0
H1981F00018987,H1981F00018987,0
H1981F00018988,H1981F00018988,0
H1981F00018989,H1981F00018989,0
