zoneid,TOTAL_RES_1981,PCT_MALE_1981,PCT_FEMALE_1981,CHINESE_BORN_1981,CHINESE_BORN_MALE_1981,CHINESE_BORN_FEMALE_1981,PCT_CHINESE_BORN_1981,ALL_EMPLOYED_1981,EMP_RATE_1981,TOTAL_HH_1981,OWNER_OCC_HH_1981,PCT_OWNER_OCC_1981,SOCIAL_RENT_HH_1981,PCT_SOCIAL_RENT_1981,NO_CAR_HH_1981,PCT_NO_CAR_1981,CAR_OWNERSHIP_INDEX_1981,OVERCROWD_GT1P5_1981,PCT_OVERCROWD_GT1P5_1981,OVERCROWD_1TO1P5_1981,PCT_OVERCROWD_1TO1P5_1981,NO_BATH_OR_WC_1981,PCT_NO_BATH_OR_WC_1981,NO_INSIDE_BATH_OR_WC_1981,PCT_NO_INSIDE_BATH_OR_WC_1981
03BNAF04  ,423.0,45.62647754137116,54.37352245862884,0.0,0.0,0.0,0.0,93.0,21.98581560283688,161.0,15.0,9.316770186335404,0.0,0.0,103.0,63.975155279503106,36.024844720496894,1.0,0.6211180124223602,3.0,1.8633540372670807,0.0,0.0,0.0,0.0
03BNAF05  ,477.0,47.37945492662474,52.620545073375254,1.0,1.0,0.0,0.20964360587002098,108.0,22.641509433962266,196.0,85.0,43.36734693877551,0.0,0.0,135.0,68.87755102040816,31.122448979591837,1.0,0.5102040816326531,3.0,1.530612244897959,4.0,2.0408163265306123,0.0,0.0
03BNAF06  ,485.0,44.123711340206185,55.876288659793815,5.0,1.0,4.0,1.0309278350515463,126.0,25.979381443298973,208.0,100.0,48.07692307692308,0.0,0.0,100.0,48.07692307692308,51.92307692307692,1.0,0.4807692307692308,1.0,0.4807692307692308,0.0,0.0,0.0,0.0
03BNAF07  ,535.0,47.66355140186916,52.336448598130836,0.0,0.0,0.0,0.0,136.0,25.42056074766355,197.0,117.0,59.390862944162436,0.0,0.0,105.0,53.299492385786806,46.700507614213194,0.0,0.0,3.0,1.5228426395939088,0.0,0.0,0.0,0.0
03BNAF08  ,553.0,48.282097649186255,51.71790235081374,1.0,1.0,0.0,0.18083182640144665,149.0,26.94394213381555,220.0,199.0,90.45454545454545,0.0,0.0,111.0,50.45454545454545,49.54545454545455,1.0,0.45454545454545453,6.0,2.727272727272727,0.0,0.0,0.0,0.0
03BNAF09  ,615.0,43.90243902439025,56.09756097560976,0.0,0.0,0.0,0.0,110.0,17.88617886178862,285.0,8.0,2.807017543859649,0.0,0.0,214.0,75.08771929824562,24.912280701754383,0.0,0.0,11.0,3.8596491228070176,0.0,0.0,0.0,0.0
03BNAF10  ,398.0,47.23618090452261,52.76381909547738,0.0,0.0,0.0,0.0,83.0,20.85427135678392,157.0,8.0,5.095541401273886,0.0,0.0,113.0,71.97452229299363,28.025477707006374,3.0,1.910828025477707,8.0,5.095541401273886,0.0,0.0,0.0,0.0
03BNAF11  ,495.0,47.67676767676768,52.323232323232325,0.0,0.0,0.0,0.0,89.0,17.97979797979798,195.0,1.0,0.5128205128205128,3.0,1.5384615384615385,153.0,78.46153846153847,21.538461538461533,3.0,1.5384615384615385,17.0,8.717948717948717,3.0,1.5384615384615385,0.0,0.0
03BNAF12  ,548.0,47.262773722627735,52.737226277372265,0.0,0.0,0.0,0.0,119.0,21.715328467153284,198.0,1.0,0.5050505050505051,0.0,0.0,144.0,72.72727272727273,27.272727272727266,2.0,1.0101010101010102,9.0,4.545454545454546,0.0,0.0,0.0,0.0
03BNAF13  ,405.0,46.17283950617284,53.827160493827165,0.0,0.0,0.0,0.0,114.0,28.14814814814815,164.0,105.0,64.02439024390245,0.0,0.0,74.0,45.1219512195122,54.8780487804878,0.0,0.0,3.0,1.8292682926829267,0.0,0.0,0.0,0.0
03BNAF14  ,585.0,47.521367521367516,52.478632478632484,0.0,0.0,0.0,0.0,148.0,25.299145299145298,208.0,152.0,73.07692307692307,0.0,0.0,99.0,47.59615384615385,52.40384615384615,2.0,0.9615384615384616,7.0,3.3653846153846154,1.0,0.4807692307692308,0.0,0.0
03BNAF15  ,449.0,49.44320712694877,50.55679287305123,0.0,0.0,0.0,0.0,103.0,22.93986636971047,185.0,35.0,18.91891891891892,0.0,0.0,115.0,62.16216216216216,37.83783783783784,1.0,0.5405405405405406,4.0,2.1621621621621623,1.0,0.5405405405405406,0.0,0.0
03BNAF16  ,384.0,47.91666666666667,52.083333333333336,0.0,0.0,0.0,0.0,94.0,24.479166666666664,151.0,36.0,23.841059602649008,0.0,0.0,95.0,62.913907284768214,37.086092715231786,2.0,1.3245033112582782,7.0,4.635761589403973,2.0,1.3245033112582782,1.0,0.6622516556291391
03BNAF17  ,525.0,45.904761904761905,54.095238095238095,0.0,0.0,0.0,0.0,126.0,24.0,223.0,164.0,73.54260089686099,1.0,0.4484304932735426,118.0,52.91479820627802,47.08520179372198,0.0,0.0,4.0,1.7937219730941705,2.0,0.8968609865470852,0.0,0.0
03BNAF18  ,564.0,46.45390070921986,53.54609929078015,0.0,0.0,0.0,0.0,112.0,19.858156028368796,193.0,5.0,2.5906735751295336,0.0,0.0,139.0,72.02072538860104,27.979274611398964,0.0,0.0,9.0,4.66321243523316,1.0,0.5181347150259068,0.0,0.0
03BNAF19  ,626.0,47.44408945686901,52.55591054313099,0.0,0.0,0.0,0.0,106.0,16.93290734824281,215.0,0.0,0.0,1.0,0.46511627906976744,155.0,72.09302325581395,27.906976744186053,5.0,2.3255813953488373,12.0,5.5813953488372094,1.0,0.46511627906976744,0.0,0.0
03BNAF20  ,520.0,47.11538461538461,52.88461538461539,5.0,3.0,2.0,0.9615384615384616,106.0,20.384615384615383,194.0,26.0,13.402061855670103,0.0,0.0,137.0,70.61855670103093,29.381443298969074,1.0,0.5154639175257731,16.0,8.24742268041237,4.0,2.0618556701030926,0.0,0.0
03BNAF21  ,658.0,49.24012158054711,50.75987841945289,0.0,0.0,0.0,0.0,150.0,22.796352583586625,219.0,125.0,57.077625570776256,0.0,0.0,132.0,60.273972602739725,39.726027397260275,1.0,0.45662100456621,18.0,8.21917808219178,15.0,6.8493150684931505,0.0,0.0
03BNAF22  ,574.0,46.68989547038328,53.31010452961672,0.0,0.0,0.0,0.0,144.0,25.087108013937282,212.0,193.0,91.0377358490566,0.0,0.0,88.0,41.509433962264154,58.490566037735846,0.0,0.0,4.0,1.8867924528301887,0.0,0.0,0.0,0.0
03BNAF23  ,315.0,43.80952380952381,56.19047619047619,0.0,0.0,0.0,0.0,72.0,22.857142857142858,164.0,59.0,35.97560975609756,0.0,0.0,94.0,57.3170731707317,42.6829268292683,0.0,0.0,1.0,0.6097560975609756,0.0,0.0,0.0,0.0
03BNAF24  ,328.0,49.69512195121951,50.30487804878049,0.0,0.0,0.0,0.0,76.0,23.170731707317074,182.0,1.0,0.5494505494505495,0.0,0.0,152.0,83.51648351648352,16.483516483516482,2.0,1.098901098901099,3.0,1.6483516483516485,0.0,0.0,0.0,0.0
03BNAF25  ,348.0,45.40229885057471,54.59770114942529,0.0,0.0,0.0,0.0,70.0,20.114942528735632,174.0,2.0,1.1494252873563218,0.0,0.0,132.0,75.86206896551724,24.13793103448276,1.0,0.5747126436781609,3.0,1.7241379310344827,0.0,0.0,0.0,0.0
03BNAF26  ,547.0,48.81170018281536,51.18829981718464,0.0,0.0,0.0,0.0,135.0,24.680073126142595,207.0,5.0,2.4154589371980677,0.0,0.0,129.0,62.31884057971014,37.68115942028986,2.0,0.966183574879227,11.0,5.314009661835748,1.0,0.4830917874396135,0.0,0.0
03BNAF27  ,559.0,50.80500894454383,49.19499105545617,0.0,0.0,0.0,0.0,133.0,23.792486583184257,211.0,24.0,11.374407582938389,0.0,0.0,145.0,68.72037914691943,31.279620853080573,2.0,0.9478672985781991,8.0,3.7914691943127963,1.0,0.47393364928909953,0.0,0.0
03BNAF28  ,482.0,47.0954356846473,52.9045643153527,1.0,1.0,0.0,0.2074688796680498,95.0,19.70954356846473,200.0,33.0,16.5,0.0,0.0,141.0,70.5,29.5,0.0,0.0,8.0,4.0,1.0,0.5,0.0,0.0
03BNAF29  ,52.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03BNAG01  ,573.0,49.040139616055846,50.959860383944154,0.0,0.0,0.0,0.0,106.0,18.49912739965096,215.0,5.0,2.3255813953488373,0.0,0.0,154.0,71.62790697674419,28.372093023255815,4.0,1.8604651162790697,15.0,6.976744186046512,0.0,0.0,0.0,0.0
03BNAG02  ,705.0,48.652482269503544,51.34751773049645,0.0,0.0,0.0,0.0,158.0,22.411347517730494,220.0,50.0,22.727272727272727,3.0,1.3636363636363635,137.0,62.272727272727266,37.727272727272734,3.0,1.3636363636363635,18.0,8.181818181818182,3.0,1.3636363636363635,0.0,0.0
03BNAG03  ,641.0,50.23400936037441,49.765990639625585,2.0,1.0,1.0,0.31201248049922,132.0,20.59282371294852,222.0,52.0,23.423423423423422,0.0,0.0,148.0,66.66666666666666,33.33333333333334,2.0,0.9009009009009009,21.0,9.45945945945946,0.0,0.0,0.0,0.0
03BNAG04  ,509.0,49.312377210216106,50.687622789783894,0.0,0.0,0.0,0.0,127.0,24.95088408644401,193.0,122.0,63.212435233160626,0.0,0.0,108.0,55.95854922279793,44.04145077720207,1.0,0.5181347150259068,11.0,5.699481865284974,48.0,24.870466321243523,0.0,0.0
03BNAG05  ,389.0,53.72750642673522,46.27249357326478,1.0,1.0,0.0,0.2570694087403599,87.0,22.36503856041131,136.0,5.0,3.6764705882352944,0.0,0.0,92.0,67.64705882352942,32.35294117647058,1.0,0.7352941176470588,13.0,9.558823529411764,0.0,0.0,0.0,0.0
03BNAG06  ,481.0,49.8960498960499,50.1039501039501,0.0,0.0,0.0,0.0,116.0,24.116424116424117,167.0,53.0,31.736526946107784,3.0,1.7964071856287425,117.0,70.05988023952095,29.94011976047905,1.0,0.5988023952095809,9.0,5.389221556886228,17.0,10.179640718562874,23.0,13.77245508982036
03BNAG07  ,609.0,47.61904761904761,52.38095238095239,0.0,0.0,0.0,0.0,110.0,18.0623973727422,222.0,24.0,10.81081081081081,0.0,0.0,152.0,68.46846846846847,31.531531531531527,5.0,2.2522522522522523,18.0,8.108108108108109,2.0,0.9009009009009009,0.0,0.0
03BNAG08  ,422.0,48.34123222748815,51.65876777251185,7.0,3.0,4.0,1.6587677725118484,91.0,21.563981042654028,154.0,101.0,65.5844155844156,1.0,0.6493506493506493,98.0,63.63636363636363,36.36363636363637,1.0,0.6493506493506493,7.0,4.545454545454546,53.0,34.41558441558442,9.0,5.844155844155844
03BNAG09  ,423.0,50.11820330969267,49.881796690307326,0.0,0.0,0.0,0.0,101.0,23.87706855791962,184.0,71.0,38.58695652173913,2.0,1.0869565217391304,138.0,75.0,25.0,2.0,1.0869565217391304,2.0,1.0869565217391304,32.0,17.391304347826086,8.0,4.3478260869565215
03BNAG10  ,467.0,47.109207708779444,52.890792291220556,0.0,0.0,0.0,0.0,112.0,23.98286937901499,175.0,54.0,30.857142857142854,0.0,0.0,125.0,71.42857142857143,28.57142857142857,0.0,0.0,6.0,3.428571428571429,16.0,9.142857142857142,9.0,5.142857142857142
03BNAG11  ,517.0,50.483558994197296,49.51644100580271,4.0,3.0,1.0,0.7736943907156674,127.0,24.564796905222437,189.0,99.0,52.38095238095239,0.0,0.0,123.0,65.07936507936508,34.920634920634924,2.0,1.0582010582010581,15.0,7.936507936507936,23.0,12.16931216931217,1.0,0.5291005291005291
03BNAG12  ,466.0,50.64377682403433,49.35622317596567,0.0,0.0,0.0,0.0,121.0,25.9656652360515,166.0,129.0,77.71084337349397,7.0,4.216867469879518,105.0,63.25301204819277,36.74698795180723,2.0,1.2048192771084338,4.0,2.4096385542168677,34.0,20.481927710843372,11.0,6.626506024096386
03BNAG13  ,417.0,50.11990407673861,49.88009592326139,5.0,3.0,2.0,1.1990407673860912,109.0,26.139088729016784,169.0,83.0,49.112426035502956,5.0,2.9585798816568047,116.0,68.63905325443787,31.36094674556213,0.0,0.0,10.0,5.9171597633136095,81.0,47.928994082840234,1.0,0.591715976331361
03BNAG14  ,329.0,48.328267477203646,51.671732522796354,0.0,0.0,0.0,0.0,63.0,19.148936170212767,126.0,78.0,61.904761904761905,0.0,0.0,85.0,67.46031746031747,32.53968253968253,2.0,1.5873015873015872,6.0,4.761904761904762,36.0,28.57142857142857,1.0,0.7936507936507936
03BNAG15  ,452.0,48.67256637168141,51.32743362831859,0.0,0.0,0.0,0.0,99.0,21.902654867256636,172.0,14.0,8.13953488372093,0.0,0.0,128.0,74.4186046511628,25.581395348837205,2.0,1.1627906976744187,8.0,4.651162790697675,6.0,3.488372093023256,10.0,5.813953488372093
03BNAG16  ,563.0,50.08880994671403,49.91119005328597,1.0,0.0,1.0,0.17761989342806395,116.0,20.603907637655418,226.0,66.0,29.20353982300885,0.0,0.0,165.0,73.00884955752213,26.991150442477874,1.0,0.4424778761061947,9.0,3.982300884955752,17.0,7.52212389380531,25.0,11.061946902654867
03BNAG17  ,514.0,47.081712062256805,52.918287937743195,2.0,1.0,1.0,0.38910505836575876,107.0,20.817120622568094,157.0,25.0,15.92356687898089,0.0,0.0,112.0,71.3375796178344,28.662420382165607,3.0,1.910828025477707,7.0,4.45859872611465,8.0,5.095541401273886,5.0,3.1847133757961785
03BNAG18  ,682.0,46.9208211143695,53.0791788856305,0.0,0.0,0.0,0.0,122.0,17.888563049853374,255.0,2.0,0.7843137254901961,0.0,0.0,186.0,72.94117647058823,27.058823529411768,0.0,0.0,15.0,5.88235294117647,0.0,0.0,0.0,0.0
03BNAG19  ,323.0,45.82043343653251,54.179566563467496,0.0,0.0,0.0,0.0,80.0,24.76780185758514,137.0,53.0,38.68613138686132,8.0,5.839416058394161,92.0,67.15328467153284,32.846715328467155,1.0,0.7299270072992701,3.0,2.18978102189781,23.0,16.78832116788321,9.0,6.569343065693431
03BNAG20  ,265.0,46.41509433962264,53.58490566037736,0.0,0.0,0.0,0.0,55.0,20.754716981132077,109.0,54.0,49.54128440366973,1.0,0.9174311926605505,84.0,77.06422018348624,22.935779816513758,3.0,2.7522935779816518,4.0,3.669724770642202,10.0,9.174311926605505,17.0,15.59633027522936
03BNAG21  ,346.0,50.86705202312138,49.13294797687861,2.0,2.0,0.0,0.5780346820809248,69.0,19.942196531791907,129.0,38.0,29.457364341085274,2.0,1.550387596899225,93.0,72.09302325581395,27.906976744186053,1.0,0.7751937984496124,7.0,5.426356589147287,12.0,9.30232558139535,15.0,11.627906976744185
03BNAG22  ,522.0,45.40229885057471,54.59770114942529,5.0,3.0,2.0,0.9578544061302682,119.0,22.796934865900383,189.0,151.0,79.8941798941799,0.0,0.0,133.0,70.37037037037037,29.629629629629633,0.0,0.0,13.0,6.878306878306878,43.0,22.75132275132275,13.0,6.878306878306878
03BNAG23  ,462.0,42.857142857142854,57.14285714285714,0.0,0.0,0.0,0.0,91.0,19.696969696969695,179.0,28.0,15.64245810055866,0.0,0.0,130.0,72.62569832402235,27.374301675977648,0.0,0.0,4.0,2.2346368715083798,2.0,1.1173184357541899,0.0,0.0
03BNAG24  ,493.0,47.46450304259635,52.53549695740365,4.0,3.0,1.0,0.8113590263691683,89.0,18.052738336713997,174.0,62.0,35.63218390804598,0.0,0.0,133.0,76.4367816091954,23.563218390804593,4.0,2.2988505747126435,14.0,8.045977011494253,18.0,10.344827586206897,3.0,1.7241379310344827
03BNAG25  ,397.0,49.1183879093199,50.88161209068011,0.0,0.0,0.0,0.0,92.0,23.173803526448363,166.0,54.0,32.53012048192771,1.0,0.6024096385542169,119.0,71.6867469879518,28.313253012048193,0.0,0.0,6.0,3.614457831325301,12.0,7.228915662650602,6.0,3.614457831325301
03BNAG26  ,336.0,43.75,56.25,0.0,0.0,0.0,0.0,59.0,17.559523809523807,136.0,20.0,14.705882352941178,1.0,0.7352941176470588,100.0,73.52941176470588,26.470588235294116,1.0,0.7352941176470588,5.0,3.6764705882352944,11.0,8.088235294117647,4.0,2.941176470588235
03BNAG27  ,287.0,51.21951219512195,48.78048780487805,3.0,1.0,2.0,1.0452961672473868,64.0,22.299651567944252,112.0,88.0,78.57142857142857,1.0,0.8928571428571428,80.0,71.42857142857143,28.57142857142857,0.0,0.0,8.0,7.142857142857142,34.0,30.357142857142854,14.0,12.5
03BNAG28  ,298.0,46.644295302013425,53.355704697986575,0.0,0.0,0.0,0.0,60.0,20.13422818791946,131.0,87.0,66.41221374045801,2.0,1.5267175572519083,91.0,69.46564885496184,30.53435114503816,0.0,0.0,7.0,5.343511450381679,24.0,18.3206106870229,32.0,24.427480916030532
03BNAG29  ,373.0,45.57640750670242,54.42359249329759,0.0,0.0,0.0,0.0,71.0,19.034852546916888,149.0,97.0,65.1006711409396,1.0,0.6711409395973155,101.0,67.78523489932886,32.214765100671144,1.0,0.6711409395973155,7.0,4.697986577181208,25.0,16.778523489932887,26.0,17.449664429530202
03BNAG30  ,398.0,46.231155778894475,53.768844221105525,0.0,0.0,0.0,0.0,98.0,24.623115577889447,155.0,105.0,67.74193548387096,0.0,0.0,108.0,69.6774193548387,30.322580645161295,2.0,1.2903225806451613,8.0,5.161290322580645,56.0,36.12903225806451,13.0,8.38709677419355
03BNAG31  ,400.0,51.5,48.5,0.0,0.0,0.0,0.0,89.0,22.25,166.0,107.0,64.45783132530121,0.0,0.0,109.0,65.66265060240963,34.33734939759037,0.0,0.0,5.0,3.0120481927710845,55.0,33.13253012048193,7.0,4.216867469879518
03BNAG32  ,340.0,44.41176470588235,55.58823529411765,0.0,0.0,0.0,0.0,60.0,17.647058823529413,148.0,21.0,14.18918918918919,2.0,1.3513513513513513,116.0,78.37837837837837,21.621621621621628,2.0,1.3513513513513513,7.0,4.72972972972973,19.0,12.837837837837837,0.0,0.0
03BNAG33  ,830.0,48.07228915662651,51.9277108433735,3.0,2.0,1.0,0.3614457831325301,168.0,20.240963855421686,308.0,137.0,44.48051948051948,4.0,1.2987012987012987,215.0,69.8051948051948,30.1948051948052,3.0,0.974025974025974,13.0,4.220779220779221,41.0,13.311688311688311,25.0,8.116883116883116
03BNAG34  ,512.0,50.78125,49.21875,3.0,0.0,3.0,0.5859375,137.0,26.7578125,170.0,140.0,82.35294117647058,0.0,0.0,91.0,53.529411764705884,46.470588235294116,0.0,0.0,6.0,3.5294117647058822,10.0,5.88235294117647,1.0,0.5882352941176471
03BNAG35  ,672.0,50.595238095238095,49.404761904761905,0.0,0.0,0.0,0.0,175.0,26.041666666666668,218.0,193.0,88.53211009174312,0.0,0.0,97.0,44.4954128440367,55.5045871559633,1.0,0.45871559633027525,13.0,5.963302752293578,4.0,1.834862385321101,0.0,0.0
03BNAH01  ,419.0,45.58472553699284,54.41527446300716,0.0,0.0,0.0,0.0,84.0,20.047732696897373,162.0,6.0,3.7037037037037033,0.0,0.0,110.0,67.90123456790124,32.09876543209876,0.0,0.0,8.0,4.938271604938271,0.0,0.0,0.0,0.0
