zoneid,owner_occupied_rate,no_car_households_rate,overcrowding_gt1_5_pproom_rate,lack_bath_wc_rate,no_inside_bath_wc_rate,amenities_deprivation_any_rate,denominator_households,owner_occupied_count,no_car_households_count,overcrowded_gt1_5_pproom_count,lack_bath_wc_count,no_inside_bath_wc_count
03BN,0.3594845633218837,0.6044186093778582,0.0116379748379098,0.03284282839779679,0.011625779963821874,0.044468608361618665,492010,176870,297380,5726,16159,5720
