zoneid,81sas020050,81sas020051,81sas020052,81sas020053,81sas020054,81sas020055,81sas020056,81sas020057,81sas020058,81sas020059,81sas020060,81sas020061,81sas020062,81sas020063,81sas020064,81sas020065,81sas020066,81sas020067,81sas020068,81sas020069,81sas020070,81sas020071,81sas020072,81sas020073,81sas020074,81sas020075,81sas020076,81sas020077,81sas020078,81sas020079,81sas020080,81sas020081,81sas020082,81sas020083,81sas020084,81sas020085,81sas020086,81sas020087,81sas020088,81sas020089,81sas020090,81sas020091,81sas020092,81sas020093,81sas020094,81sas020095,81sas020096,81sas020097,81sas020098,81sas020099,81sas020100,81sas020101,81sas020102,81sas020103,81sas020104,81sas020105,81sas020106,81sas020107,81sas020108,81sas020109,81sas020110,81sas020111,81sas020112,81sas020113,81sas020114,81sas020115,81sas020116,81sas020117,81sas020118,81sas020119,81sas020120,81sas020121,81sas020122,81sas020123,81sas020124,81sas020125,81sas020126,81sas020127,81sas020128,81sas020129,81sas020130,81sas020131,81sas020132,81sas020133,81sas020134,81sas020135,81sas020136,81sas020137,81sas020138,81sas020139,81sas020140,81sas020141,81sas020142,81sas020143,81sas020144,81sas020145,81sas020146,81sas020147,81sas020148,81sas020149,81sas020150,81sas020151,81sas020152,81sas020153,81sas020154,81sas020155,81sas020156,81sas020157,81sas020158,81sas020159,81sas020160,81sas020161,81sas020162,81sas020163,81sas020164,81sas020165,81sas020166,81sas020167,81sas020168,81sas020169,81sas020170,81sas020171,81sas020172,81sas020173,81sas020174,81sas020175,81sas020176,81sas020177,81sas020178,81sas020179,81sas020180,81sas020181,81sas020182,81sas020183,81sas020184,81sas020185,81sas020186,81sas020187,81sas020188,81sas020189,81sas020190,81sas020191,81sas020192,81sas020193,81sas020194,81sas020195,81sas020196,81sas020197,81sas020198,81sas020199,81sas020200,81sas020201,81sas020202,81sas020203,81sas020204,81sas020205,81sas020206,81sas020207,81sas020208,81sas020209
31ME      ,97227,47501,22422,25079,49726,24523,25203,6434,3344,3344,0,3090,3090,0,7441,3770,3770,0,3671,3671,0,8555,4311,4311,0,4244,4244,0,1707,867,867,0,840,840,0,6558,3283,3250,33,3275,3141,134,6772,3343,2387,956,3429,1723,1706,6825,3376,949,2427,3449,541,2908,8116,4089,587,3502,4027,454,3573,6912,3444,432,3012,3468,336,3132,5967,3064,333,2731,2903,329,2574,5277,2652,287,2365,2625,333,2292,5380,2672,271,2401,2708,429,2279,5228,2598,277,2321,2630,547,2083,4307,2051,254,1797,2256,625,1631,4136,1844,281,1563,2292,934,1358,3366,1387,282,1105,1979,1077,902,2305,855,255,600,1450,1001,449,1255,390,174,216,865,718,147,686,161,111,50,525,490,35,4430,0,0,0,0,0,0,0,0,2,1,5,6,28,295,1552,1208,806,374,153
31MF      ,106385,51877,25715,26162,54508,28192,26316,7002,3565,3565,0,3437,3437,0,8331,4266,4266,0,4065,4065,0,9991,5073,5073,0,4918,4918,0,2050,1029,1029,0,1021,1021,0,7761,3922,3863,59,3839,3647,192,7488,3714,2646,1068,3774,2007,1767,6895,3359,1032,2327,3536,732,2804,8498,4144,728,3416,4354,587,3767,7508,3716,465,3251,3792,419,3373,6763,3469,418,3051,3294,404,2890,5975,3042,343,2699,2933,406,2527,5547,2792,333,2459,2755,473,2282,5512,2643,331,2312,2869,665,2204,4728,2236,318,1918,2492,786,1706,4437,1977,370,1607,2460,1074,1386,3573,1533,345,1188,2040,1188,852,2324,848,307,541,1476,1079,397,1270,398,182,216,872,734,138,732,151,101,50,581,550,31,4589,0,0,0,0,0,0,0,0,1,1,3,9,42,245,1615,1365,785,383,140
31MG      ,97512,46167,20334,25833,51345,25333,26012,4821,2420,2420,0,2401,2401,0,5708,2937,2937,0,2771,2771,0,7291,3658,3658,0,3633,3633,0,1512,763,763,0,749,749,0,5945,3078,3052,26,2867,2754,113,5710,2899,2237,662,2811,1625,1186,5068,2484,870,1614,2584,575,2009,6389,3130,568,2562,3259,404,2855,5809,2848,361,2487,2961,348,2613,5529,2781,341,2440,2748,374,2374,5527,2726,327,2399,2801,369,2432,5927,2883,362,2521,3044,531,2513,6321,2933,365,2568,3388,732,2656,5890,2659,302,2357,3231,977,2254,6333,2797,398,2399,3536,1415,2121,5953,2521,484,2037,3432,1776,1656,4191,1556,408,1148,2635,1782,853,2350,746,286,460,1604,1306,298,1238,348,195,153,890,811,79,7591,0,0,0,0,0,0,0,0,1,2,3,19,74,479,2250,2248,1466,719,330
32MH      ,76610,37888,17343,20545,38722,18092,20630,4687,2467,2467,0,2220,2220,0,5702,2872,2872,0,2830,2830,0,6958,3599,3599,0,3359,3359,0,1312,679,679,0,633,633,0,4934,2562,2551,11,2372,2306,66,4773,2465,1950,515,2308,1225,1083,4955,2391,679,1712,2564,398,2166,6723,3260,426,2834,3463,277,3186,5871,3020,300,2720,2851,227,2624,4940,2470,223,2247,2470,222,2248,4679,2412,192,2220,2267,247,2020,4399,2240,214,2026,2159,290,1869,4216,2063,192,1871,2153,377,1776,3220,1619,156,1463,1601,412,1189,3128,1455,196,1259,1673,602,1071,2567,1107,219,888,1460,733,727,1876,727,193,534,1149,734,415,1074,345,152,193,729,571,158,596,135,83,52,461,429,32,3400,0,0,0,0,0,0,0,0,0,4,1,7,28,161,1123,975,667,308,126
32MJ      ,132932,65756,30636,35120,67176,31985,35191,8425,4338,4338,0,4087,4087,0,9259,4677,4677,0,4582,4582,0,10875,5521,5521,0,5354,5354,0,2191,1104,1104,0,1087,1087,0,8668,4521,4486,35,4147,3939,208,9636,4887,3641,1246,4749,2323,2426,9653,4868,1505,3363,4785,823,3962,10995,5611,960,4651,5384,600,4784,9266,4678,578,4100,4588,439,4149,7888,4046,428,3618,3842,403,3439,7570,3879,419,3460,3691,410,3281,7448,3773,422,3351,3675,478,3197,7296,3687,447,3240,3609,701,2908,6214,2980,374,2606,3234,844,2390,6078,2748,391,2357,3330,1253,2077,4935,2201,478,1723,2734,1390,1344,3430,1300,389,911,2130,1437,693,1945,639,295,344,1306,1045,261,1160,298,183,115,862,790,72,6397,0,0,0,0,0,0,0,0,2,2,4,14,42,299,2072,1887,1185,608,282
32MK      ,60654,30027,13995,16032,30627,14616,16011,3832,1961,1961,0,1871,1871,0,4379,2212,2212,0,2167,2167,0,5101,2659,2659,0,2442,2442,0,1029,519,519,0,510,510,0,3952,1977,1969,8,1975,1915,60,3596,1821,1444,377,1775,974,801,3843,1886,650,1236,1957,311,1646,5163,2583,458,2125,2580,267,2313,4618,2380,299,2081,2238,214,2024,3930,1991,231,1760,1939,177,1762,3576,1836,197,1639,1740,236,1504,3494,1793,212,1581,1701,216,1485,3355,1675,207,1468,1680,321,1359,2820,1394,179,1215,1426,338,1088,2615,1233,183,1050,1382,526,856,2281,1028,218,810,1253,609,644,1532,626,184,442,906,603,303,941,290,120,170,651,525,126,597,163,93,70,434,394,40,2876,0,0,0,0,0,0,0,0,1,1,0,5,16,128,882,850,564,277,152
32ML      ,87188,43092,19460,23632,44096,20375,23721,5778,3015,3015,0,2763,2763,0,6293,3204,3204,0,3089,3089,0,7083,3601,3601,0,3482,3482,0,1429,738,738,0,691,691,0,5187,2640,2609,31,2547,2399,148,5585,2743,1884,859,2842,1232,1610,6378,3153,844,2309,3225,456,2769,8024,4097,627,3470,3927,392,3535,6538,3327,420,2907,3211,314,2897,5131,2671,319,2352,2460,233,2227,4686,2434,304,2130,2252,253,1999,4868,2453,284,2169,2415,325,2090,4860,2401,266,2135,2459,440,2019,3884,1855,228,1627,2029,531,1498,3949,1832,285,1547,2117,780,1337,3311,1455,277,1178,1856,942,914,2265,917,275,642,1348,889,459,1220,389,179,210,831,663,168,719,167,101,66,552,501,51,4356,0,0,0,0,0,0,0,0,1,2,1,6,26,276,1454,1231,847,359,153
32MM      ,276245,134591,70653,63938,141654,77251,64403,19033,9733,9733,0,9300,9300,0,18191,9227,9227,0,8964,8964,0,22260,11366,11366,0,10894,10894,0,4624,2380,2380,0,2244,2244,0,19728,9840,9640,200,9888,8971,917,25627,12873,9494,3379,12754,6812,5942,21078,10877,4138,6739,10201,2917,7284,18458,9539,2453,7086,8919,1746,7173,14035,7006,1484,5522,7029,1280,5749,13762,6921,1240,5681,6841,1229,5612,13743,6819,1193,5626,6924,1258,5666,14976,7360,1324,6036,7616,1554,6062,16059,8063,1442,6621,7996,1946,6050,13623,6569,1089,5480,7054,2295,4759,12937,5901,1183,4718,7036,3137,3899,11492,4738,1143,3595,6754,3853,2901,8645,3250,1076,2174,5395,3803,1592,4947,1477,673,804,3470,2864,606,3027,652,375,277,2375,2184,191,14359,0,0,0,0,0,0,0,0,6,6,12,38,119,703,4553,4013,2935,1371,603
32MN      ,42910,21108,9833,11275,21802,10490,11312,2799,1467,1467,0,1332,1332,0,2992,1524,1524,0,1468,1468,0,3580,1829,1829,0,1751,1751,0,708,329,329,0,379,379,0,2698,1382,1369,13,1316,1240,76,2843,1405,1022,383,1438,680,758,2955,1468,423,1045,1487,263,1224,3693,1876,343,1533,1817,198,1619,3093,1565,191,1374,1528,144,1384,2494,1299,179,1120,1195,142,1053,2364,1193,146,1047,1171,142,1029,2371,1201,165,1036,1170,180,990,2438,1199,132,1067,1239,241,998,2084,988,138,850,1096,294,802,1941,895,149,746,1046,409,637,1672,750,172,578,922,506,416,1117,446,117,329,671,449,222,656,197,79,118,459,373,86,412,95,59,36,317,299,18,2163,0,0,0,0,0,0,0,0,0,0,0,3,27,144,685,637,395,182,90
32MP      ,78407,38799,17766,21033,39608,18461,21147,5009,2541,2541,0,2468,2468,0,5675,2886,2886,0,2789,2789,0,6235,3204,3204,0,3031,3031,0,1227,625,625,0,602,602,0,4664,2358,2328,30,2306,2173,133,5018,2479,1786,693,2539,1177,1362,5336,2687,807,1880,2649,414,2235,6697,3333,541,2792,3364,332,3032,5880,3071,426,2645,2809,269,2540,4586,2417,302,2115,2169,213,1956,4206,2158,271,1887,2048,217,1831,4482,2275,289,1986,2207,297,1910,4714,2352,329,2023,2362,426,1936,4043,1951,273,1678,2092,544,1548,3774,1735,316,1419,2039,755,1284,3029,1349,316,1033,1680,891,789,2155,858,266,592,1297,873,424,1076,365,167,198,711,581,130,601,155,93,62,446,409,37,4496,0,0,0,0,0,0,0,0,4,1,0,8,21,501,1437,1228,799,349,148
32MQ      ,50704,24968,11561,13407,25736,12234,13502,2816,1435,1435,0,1381,1381,0,3566,1810,1810,0,1756,1756,0,4427,2306,2306,0,2121,2121,0,959,465,465,0,494,494,0,3784,1950,1939,11,1834,1779,55,3282,1693,1356,337,1589,915,674,3113,1544,523,1021,1569,271,1298,3986,1962,282,1680,2024,210,1814,3607,1765,209,1556,1842,162,1680,3430,1700,178,1522,1730,177,1553,3424,1721,143,1578,1703,184,1519,3207,1612,123,1489,1595,203,1392,2976,1532,155,1377,1444,263,1181,2272,1124,145,979,1148,300,848,1989,927,124,803,1062,403,659,1611,673,108,565,938,465,473,1170,434,109,325,736,503,233,662,206,83,123,456,359,97,423,109,68,41,314,288,26,2054,0,0,0,0,0,0,0,0,1,0,2,6,17,116,686,546,389,188,103
32MR      ,29997,15210,7480,7730,14787,7143,7644,1842,938,938,0,904,904,0,2166,1142,1142,0,1024,1024,0,2542,1320,1320,0,1222,1222,0,528,270,270,0,258,258,0,2216,1200,1194,6,1016,953,63,2073,1189,948,241,884,449,435,1955,1028,362,666,927,145,782,2423,1238,214,1024,1185,112,1073,2221,1124,136,988,1097,95,1002,1947,1008,113,895,939,62,877,1719,911,103,808,808,88,720,1574,781,94,687,793,115,678,1541,758,83,675,783,161,622,1297,629,86,543,668,181,487,1272,586,100,486,686,276,410,1088,489,113,376,599,327,272,790,331,116,215,459,308,151,477,183,90,93,294,239,55,326,85,58,27,241,224,17,1479,0,0,0,0,0,0,0,0,1,0,1,3,17,73,438,403,297,167,79
33MS      ,52207,25427,11580,13847,26780,12860,13920,2920,1493,1493,0,1427,1427,0,3488,1799,1799,0,1689,1689,0,3871,1900,1900,0,1971,1971,0,811,411,411,0,400,400,0,3414,1739,1714,25,1675,1568,107,3534,1759,1232,527,1775,873,902,3282,1601,479,1122,1681,328,1353,3822,1912,331,1581,1910,232,1678,3396,1734,259,1475,1662,183,1479,3037,1533,212,1321,1504,153,1351,3023,1526,224,1302,1497,210,1287,3211,1599,217,1382,1612,230,1382,3156,1557,199,1358,1599,356,1243,2767,1294,206,1088,1473,419,1054,2885,1347,232,1115,1538,594,944,2483,1083,241,842,1400,737,663,1680,707,210,497,973,643,330,906,300,130,170,606,492,114,521,133,91,42,388,355,33,3284,0,0,0,0,0,0,0,0,3,2,2,8,19,163,1084,955,642,283,123
33MT      ,102967,50454,23134,27320,52513,24952,27561,5514,2845,2845,0,2669,2669,0,6476,3354,3354,0,3122,3122,0,7911,4116,4116,0,3795,3795,0,1667,852,852,0,815,815,0,6221,3151,3112,39,3070,2885,185,6200,3251,2487,764,2949,1398,1551,5848,2964,967,1997,2884,550,2334,7257,3561,636,2925,3696,398,3298,6789,3451,529,2922,3338,386,2952,5729,2909,427,2482,2820,349,2471,5510,2812,407,2405,2698,352,2346,5857,2852,410,2442,3005,504,2501,6213,3038,458,2580,3175,666,2509,6177,2851,424,2427,3326,884,2442,6576,3124,509,2615,3452,1234,2218,5662,2556,499,2057,3106,1526,1580,3781,1614,520,1094,2167,1384,783,2164,761,358,403,1403,1110,293,1415,392,224,168,1023,925,98,7767,0,0,0,0,0,0,0,0,2,4,10,24,86,421,2472,2224,1465,702,357
33MU      ,75617,36892,18442,18450,38725,20341,18384,4941,2558,2558,0,2383,2383,0,4988,2577,2577,0,2411,2411,0,5656,2846,2846,0,2810,2810,0,1189,600,600,0,589,589,0,5151,2562,2511,51,2589,2359,230,6467,3266,2205,1061,3201,1597,1604,5610,2946,996,1950,2664,582,2082,5360,2766,621,2145,2594,481,2113,4285,2184,438,1746,2101,352,1749,3919,2003,378,1625,1916,317,1599,3734,1864,349,1515,1870,305,1565,4051,2008,332,1676,2043,388,1655,4477,2152,381,1771,2325,589,1736,4268,2030,359,1671,2238,756,1482,3844,1736,355,1381,2108,921,1187,3170,1343,333,1010,1827,1052,775,2177,822,270,552,1355,972,383,1349,379,176,203,970,808,162,981,250,157,93,731,669,62,4263,0,0,0,0,0,0,0,0,0,3,4,7,31,243,1446,1191,758,352,228
33MW      ,78222,39572,18969,20603,38650,18034,20616,4418,2194,2194,0,2224,2224,0,5340,2757,2757,0,2583,2583,0,6279,3288,3288,0,2991,2991,0,1325,682,682,0,643,643,0,5901,3455,3417,38,2446,2312,134,5519,3074,2417,657,2445,1231,1214,5026,2617,864,1753,2409,384,2025,6065,3015,465,2550,3050,290,2760,5759,2873,389,2484,2886,259,2627,4981,2579,263,2316,2402,229,2173,4360,2246,243,2003,2114,251,1863,4300,2159,281,1878,2141,298,1843,4394,2146,299,1847,2248,456,1792,3885,1865,268,1597,2020,538,1482,3776,1770,298,1472,2006,760,1246,3020,1407,318,1089,1613,794,819,2070,848,248,600,1222,775,447,1126,412,168,244,714,555,159,678,185,110,75,493,461,32,4282,0,0,0,0,0,0,0,0,4,0,5,6,34,257,1426,1237,770,371,172
33MX      ,61631,30483,13521,16962,31148,14120,17028,3135,1655,1655,0,1480,1480,0,4016,2035,2035,0,1981,1981,0,4876,2491,2491,0,2385,2385,0,1024,520,520,0,504,504,0,3617,1849,1828,21,1768,1670,98,3737,1948,1434,514,1789,839,950,3528,1718,513,1205,1810,289,1521,4561,2259,357,1902,2302,220,2082,4163,2073,268,1805,2090,181,1909,3719,1905,235,1670,1814,180,1634,3753,1896,236,1660,1857,199,1658,3836,1945,260,1685,1891,251,1640,3990,1968,246,1722,2022,366,1656,3569,1729,241,1488,1840,478,1362,3566,1734,307,1427,1832,679,1153,3000,1400,335,1065,1600,778,822,1910,824,286,538,1086,717,369,1039,365,170,195,674,546,128,592,169,104,65,423,377,46,3952,0,0,0,0,0,0,0,0,0,2,2,7,38,169,1274,1203,750,344,163
33MY      ,96960,47592,22203,25389,49368,23849,25519,6333,3148,3148,0,3185,3185,0,7049,3595,3595,0,3454,3454,0,8245,4254,4254,0,3991,3991,0,1676,832,832,0,844,844,0,5887,3009,2983,26,2878,2724,154,6178,3040,2156,884,3138,1447,1691,6420,3154,940,2214,3266,550,2716,7945,3969,636,3333,3976,418,3558,6944,3500,420,3080,3444,306,3138,5726,2989,298,2691,2737,272,2465,5089,2587,309,2278,2502,311,2191,5342,2667,352,2315,2675,393,2282,5607,2782,400,2382,2825,588,2237,5019,2354,371,1983,2665,765,1900,4612,2186,398,1788,2426,969,1457,3823,1703,401,1302,2120,1152,968,2701,1093,335,758,1608,1097,511,1468,485,218,267,983,795,188,896,245,157,88,651,588,63,5242,0,0,0,0,0,0,0,0,2,5,3,7,42,275,1731,1474,1010,462,231
33MZ      ,75340,37704,18231,19473,37636,18100,19536,4688,2442,2442,0,2246,2246,0,5520,2847,2847,0,2673,2673,0,6446,3292,3292,0,3154,3154,0,1350,671,671,0,679,679,0,5202,2795,2763,32,2407,2257,150,5172,2770,2015,755,2402,1101,1301,4699,2382,767,1615,2317,346,1971,6027,2984,477,2507,3043,283,2760,5459,2783,367,2416,2676,249,2427,4519,2313,288,2025,2206,207,1999,4172,2143,261,1882,2029,227,1802,4114,2113,277,1836,2001,302,1699,4099,2051,304,1747,2048,427,1621,3885,1887,295,1592,1998,545,1453,3409,1632,279,1353,1777,696,1081,2825,1224,286,938,1601,849,752,1923,788,262,526,1135,785,350,1096,368,185,183,728,591,137,735,219,153,66,516,483,33,3886,0,0,0,0,0,0,0,0,0,0,8,6,37,240,1263,1064,715,350,203
34NA      ,95857,47113,21224,25889,48744,22703,26041,6010,2992,2992,0,3018,3018,0,7109,3625,3625,0,3484,3484,0,7590,3912,3912,0,3678,3678,0,1580,807,807,0,773,773,0,5563,2893,2859,34,2670,2461,209,5666,2823,1951,872,2843,1203,1640,6060,2947,875,2072,3113,492,2621,7830,3784,588,3196,4046,416,3630,6805,3544,421,3123,3261,353,2908,5605,2911,341,2570,2694,316,2378,4967,2525,317,2208,2442,316,2126,4864,2455,324,2131,2409,346,2063,5270,2469,320,2149,2801,521,2280,5100,2379,293,2086,2721,688,2033,5509,2618,379,2239,2891,972,1919,4714,2281,441,1840,2433,1122,1311,3005,1326,386,940,1679,1042,637,1578,556,238,318,1022,816,206,1032,266,155,111,766,686,80,6668,0,0,0,0,0,0,0,0,0,1,4,7,67,352,2178,2047,1240,526,246
34NB      ,97470,47879,21041,26838,49591,22656,26935,5197,2652,2652,0,2545,2545,0,6505,3325,3325,0,3180,3180,0,7875,4048,4048,0,3827,3827,0,1604,813,813,0,791,791,0,5899,3072,3054,18,2827,2748,79,5238,2723,2179,544,2515,1340,1175,5648,2732,857,1875,2916,502,2414,7743,3715,596,3119,4028,434,3594,7098,3570,408,3162,3528,381,3147,6391,3232,339,2893,3159,323,2836,6088,3078,343,2735,3010,337,2673,6064,3028,327,2701,3036,415,2621,5730,2812,339,2473,2918,516,2402,5275,2602,307,2295,2673,665,2008,5052,2398,378,2020,2654,903,1751,4326,1952,343,1609,2374,1090,1284,3043,1260,325,935,1783,1144,639,1682,592,239,353,1090,837,253,1012,275,169,106,737,678,59,6034,0,0,0,0,0,0,0,0,4,4,0,9,48,381,1904,1741,1146,541,256
34NC      ,80122,38689,17943,20746,41433,20461,20972,4575,2404,2404,0,2171,2171,0,5218,2683,2683,0,2535,2535,0,6132,3137,3137,0,2995,2995,0,1273,630,630,0,643,643,0,4805,2388,2360,28,2417,2276,141,5006,2490,1842,648,2516,1259,1257,4854,2388,842,1546,2466,551,1915,5851,2916,618,2298,2935,448,2487,5145,2590,420,2170,2555,367,2188,4439,2252,318,1934,2187,327,1860,4260,2107,308,1799,2153,335,1818,4694,2325,326,1999,2369,412,1957,4987,2388,333,2055,2599,575,2024,4692,2143,318,1825,2549,769,1780,4852,2285,373,1912,2567,1008,1559,4108,1779,369,1410,2329,1184,1145,2808,1072,308,764,1736,1154,582,1470,480,208,272,990,791,199,953,232,146,86,721,661,60,5461,0,0,0,0,0,0,0,0,3,0,2,10,31,249,1907,1585,1005,450,219
34ND      ,80089,38983,17665,21318,41106,19705,21401,3830,1992,1992,0,1838,1838,0,4908,2512,2512,0,2396,2396,0,5671,2941,2941,0,2730,2730,0,1122,569,569,0,553,553,0,4552,2447,2433,14,2105,1999,106,4540,2459,1956,503,2081,1058,1023,4139,2057,823,1234,2082,416,1666,5298,2675,553,2122,2623,339,2284,4821,2455,378,2077,2366,257,2109,4213,2092,291,1801,2121,288,1833,4188,2143,322,1821,2045,275,1770,4424,2135,310,1825,2289,410,1879,4848,2260,328,1932,2588,559,2029,5077,2322,300,2022,2755,696,2059,5923,2774,447,2327,3149,1072,2077,5283,2458,499,1959,2825,1364,1461,3764,1579,451,1128,2185,1431,754,2062,753,335,418,1309,1053,256,1426,360,225,135,1066,971,95,7533,0,0,0,0,0,0,0,0,1,3,3,22,71,409,2281,2208,1480,711,344
34NE      ,119759,57335,28587,28748,62424,33287,29137,7156,3690,3690,0,3466,3466,0,7295,3771,3771,0,3524,3524,0,8350,4339,4339,0,4011,4011,0,1796,892,892,0,904,904,0,7517,3738,3679,59,3779,3480,299,10526,5102,3545,1557,5424,2899,2525,9153,4596,1899,2697,4557,1357,3200,8809,4547,1249,3298,4262,987,3275,6582,3306,726,2580,3276,705,2571,5952,2985,586,2399,2967,543,2424,6008,2998,548,2450,3010,589,2421,6529,3140,563,2577,3389,744,2645,7203,3450,566,2884,3753,914,2839,6423,3073,457,2616,3350,1085,2265,6267,2748,540,2208,3519,1547,1972,5829,2321,542,1779,3508,1974,1534,4310,1543,469,1074,2767,1985,782,2576,772,324,448,1804,1491,313,1478,324,202,122,1154,1082,72,7337,0,0,0,0,0,0,0,0,3,3,9,11,40,410,2286,2096,1443,727,309
34NF      ,92600,45351,20093,25258,47249,21868,25381,5158,2590,2590,0,2568,2568,0,6178,3159,3159,0,3019,3019,0,7139,3566,3566,0,3573,3573,0,1526,809,809,0,717,717,0,5446,2733,2724,9,2713,2615,98,5232,2662,2099,563,2570,1303,1267,5466,2665,884,1781,2801,463,2338,7262,3542,605,2937,3720,389,3331,6782,3393,404,2989,3389,332,3057,5751,3003,346,2657,2748,284,2464,5308,2723,347,2376,2585,305,2280,5322,2619,303,2316,2703,387,2316,5482,2730,344,2386,2752,500,2252,4890,2313,294,2019,2577,648,1929,5249,2480,383,2097,2769,942,1827,4486,2076,405,1671,2410,1154,1256,3117,1334,380,954,1783,1135,648,1737,653,253,400,1084,833,251,1069,301,198,103,768,701,67,6319,0,0,0,0,0,0,0,0,4,3,3,17,55,317,1973,1826,1235,610,276
34NG      ,119335,58881,27259,31622,60454,28710,31744,7010,3639,3639,0,3371,3371,0,8078,4222,4222,0,3856,3856,0,9410,4887,4887,0,4523,4523,0,1962,1081,1081,0,881,881,0,7461,3844,3773,71,3617,3386,231,7734,4046,2860,1186,3688,1684,2004,7245,3530,1101,2429,3715,648,3067,8596,4237,749,3488,4359,505,3854,7643,3878,559,3319,3765,436,3329,6911,3474,449,3025,3437,378,3059,6571,3350,407,2943,3221,411,2810,6937,3480,462,3018,3457,536,2921,7024,3408,479,2929,3616,714,2902,6488,3041,445,2596,3447,922,2525,6734,3129,484,2645,3605,1339,2266,5908,2737,609,2128,3171,1625,1546,4017,1727,503,1224,2290,1451,839,2234,787,327,460,1447,1156,291,1372,384,223,161,988,888,100,8120,0,0,0,0,0,0,0,0,5,4,5,15,75,399,2476,2429,1608,743,361
35NH      ,52395,25909,13020,12889,26486,13372,13114,3563,1829,1829,0,1734,1734,0,3883,1989,1989,0,1894,1894,0,5080,2531,2531,0,2549,2549,0,1109,563,563,0,546,546,0,4313,2127,2082,45,2186,1988,198,4277,2173,1434,739,2104,965,1139,3689,1812,518,1294,1877,412,1465,3688,1856,339,1517,1832,257,1575,3325,1616,242,1374,1709,229,1480,3108,1563,193,1370,1545,196,1349,2976,1453,188,1265,1523,212,1311,2978,1475,183,1292,1503,227,1276,3059,1539,219,1320,1520,293,1227,2365,1148,164,984,1217,360,857,2025,979,163,816,1046,409,637,1538,724,166,558,814,435,379,831,342,125,217,489,321,168,387,140,63,77,247,208,39,201,50,29,21,151,137,14,2325,0,0,0,0,0,0,0,0,1,0,3,5,34,206,890,672,331,137,46
35NJ      ,57334,28602,13636,14966,28732,13722,15010,3693,1889,1889,0,1804,1804,0,4407,2249,2249,0,2158,2158,0,5113,2641,2641,0,2472,2472,0,1025,536,536,0,489,489,0,3835,2033,2005,28,1802,1690,112,3625,1950,1468,482,1675,844,831,3663,1761,587,1174,1902,300,1602,5084,2466,384,2082,2618,264,2354,4559,2333,255,2078,2226,210,2016,3524,1828,180,1648,1696,157,1539,3070,1604,176,1428,1466,168,1298,3175,1591,174,1417,1584,232,1352,3038,1515,168,1347,1523,300,1223,2677,1301,177,1124,1376,329,1047,2332,1167,184,983,1165,436,729,1863,822,182,640,1041,526,515,1348,520,180,340,828,566,262,798,251,117,134,547,451,96,505,145,84,61,360,326,34,2581,0,0,0,0,0,0,0,0,2,9,2,8,11,130,903,672,470,235,139
35NK      ,61034,30117,13949,16168,30917,14679,16238,4065,2088,2088,0,1977,1977,0,4619,2408,2408,0,2211,2211,0,5015,2637,2637,0,2378,2378,0,1052,545,545,0,507,507,0,3367,1697,1674,23,1670,1554,116,3653,1835,1276,559,1818,795,1023,4096,1979,578,1401,2117,303,1814,5332,2677,404,2273,2655,295,2360,4401,2236,270,1966,2165,210,1955,3376,1806,229,1577,1570,159,1411,3113,1580,163,1417,1533,184,1349,3143,1541,205,1336,1602,262,1340,3190,1587,234,1353,1603,292,1311,3098,1503,205,1298,1595,396,1199,3039,1447,240,1207,1592,587,1005,2738,1183,255,928,1555,773,782,1948,832,260,572,1116,733,383,1108,338,144,194,770,624,146,681,198,134,64,483,439,44,3610,0,0,0,0,0,0,0,0,0,1,2,8,23,137,1106,1043,779,323,188
35NL      ,70651,34446,15935,18511,36205,17616,18589,4390,2254,2254,0,2136,2136,0,4986,2550,2550,0,2436,2436,0,5729,2927,2927,0,2802,2802,0,1212,616,616,0,596,596,0,4372,2239,2213,26,2133,1996,137,4521,2287,1656,631,2234,1040,1194,4665,2266,650,1616,2399,447,1952,5729,2853,455,2398,2876,349,2527,4932,2550,345,2205,2382,285,2097,3769,1936,229,1707,1833,214,1619,3528,1784,199,1585,1744,237,1507,3847,1897,211,1686,1950,284,1666,3960,1952,230,1722,2008,375,1633,3544,1695,234,1461,1849,477,1372,3598,1651,275,1376,1947,730,1217,3153,1362,283,1079,1791,915,876,2402,964,301,663,1438,933,505,1462,439,172,267,1023,804,219,852,224,135,89,628,560,68,4350,0,0,0,0,0,0,0,0,2,5,3,10,19,202,1356,1220,892,422,219
35NM      ,155536,75634,37333,38301,79902,41355,38547,10516,5373,5373,0,5143,5143,0,10989,5648,5648,0,5341,5341,0,12361,6284,6284,0,6077,6077,0,2585,1330,1330,0,1255,1255,0,10317,5210,5148,62,5107,4804,303,12020,5842,4155,1687,6178,3184,2994,11500,5636,1867,3769,5864,1293,4571,12366,6292,1247,5045,6074,997,5077,9870,4990,783,4207,4880,745,4135,8387,4248,625,3623,4139,663,3476,7941,4010,604,3406,3931,636,3295,7960,3936,620,3316,4024,805,3219,8667,4225,675,3550,4442,1031,3411,7598,3679,540,3139,3919,1151,2768,7291,3350,613,2737,3941,1613,2328,6096,2594,628,1966,3502,1882,1620,4521,1670,538,1132,2851,1990,861,2778,904,393,511,1874,1500,374,1773,413,262,151,1360,1245,115,8062,0,0,0,0,0,0,0,0,3,3,3,8,46,368,2594,2268,1533,848,388
