zoneid,81sas020050,81sas020051,81sas020052,81sas020053,81sas020054,81sas020055,81sas020056,81sas020057,81sas020058,81sas020059,81sas020060,81sas020061,81sas020062,81sas020063,81sas020064,81sas020065,81sas020066,81sas020067,81sas020068,81sas020069,81sas020070,81sas020071,81sas020072,81sas020073,81sas020074,81sas020075,81sas020076,81sas020077,81sas020078,81sas020079,81sas020080,81sas020081,81sas020082,81sas020083,81sas020084,81sas020085,81sas020086,81sas020087,81sas020088,81sas020089,81sas020090,81sas020091,81sas020092,81sas020093,81sas020094,81sas020095,81sas020096,81sas020097,81sas020098,81sas020099,81sas020100,81sas020101,81sas020102,81sas020103,81sas020104,81sas020105,81sas020106,81sas020107,81sas020108,81sas020109,81sas020110,81sas020111,81sas020112,81sas020113,81sas020114,81sas020115,81sas020116,81sas020117,81sas020118,81sas020119,81sas020120,81sas020121,81sas020122,81sas020123,81sas020124,81sas020125,81sas020126,81sas020127,81sas020128,81sas020129,81sas020130,81sas020131,81sas020132,81sas020133,81sas020134,81sas020135,81sas020136,81sas020137,81sas020138,81sas020139,81sas020140,81sas020141,81sas020142,81sas020143,81sas020144,81sas020145,81sas020146,81sas020147,81sas020148,81sas020149,81sas020150,81sas020151,81sas020152,81sas020153,81sas020154,81sas020155,81sas020156,81sas020157,81sas020158,81sas020159,81sas020160,81sas020161,81sas020162,81sas020163,81sas020164,81sas020165,81sas020166,81sas020167,81sas020168,81sas020169,81sas020170,81sas020171,81sas020172,81sas020173,81sas020174,81sas020175,81sas020176,81sas020177,81sas020178,81sas020179,81sas020180,81sas020181,81sas020182,81sas020183,81sas020184,81sas020185,81sas020186,81sas020187,81sas020188,81sas020189,81sas020190,81sas020191,81sas020192,81sas020193,81sas020194,81sas020195,81sas020196,81sas020197,81sas020198,81sas020199,81sas020200,81sas020201,81sas020202,81sas020203,81sas020204,81sas020205,81sas020206,81sas020207,81sas020208,81sas020209
01AA      ,4701,2418,1374,1044,2283,1351,932,111,47,47,0,64,64,0,101,47,47,0,54,54,0,97,49,49,0,48,48,0,23,10,10,0,13,13,0,307,108,108,0,199,197,2,624,264,251,13,360,319,41,413,215,165,50,198,120,78,447,239,136,103,208,108,100,328,181,91,90,147,49,98,273,153,62,91,120,48,72,323,162,79,83,161,48,113,421,258,92,166,163,53,110,446,260,82,178,186,52,134,316,201,59,142,115,37,78,179,90,45,45,89,38,51,139,77,25,52,62,32,30,86,41,17,24,45,32,13,46,13,7,6,33,23,10,21,3,2,1,18,16,2,133,0,0,0,0,0,0,0,0,0,0,0,2,7,8,31,39,34,10,2
01AB      ,161098,75310,45369,29941,85788,55773,30015,7488,3792,3792,0,3696,3696,0,6373,3318,3318,0,3055,3055,0,7557,3905,3905,0,3652,3652,0,1782,922,922,0,860,860,0,9037,4166,4111,55,4871,4709,162,17221,7733,6801,932,9488,7714,1774,16138,7828,5299,2529,8310,5103,3207,14184,6957,3593,3364,7227,3531,3696,10229,5031,2146,2885,5198,2217,2981,8826,4379,1680,2699,4447,1702,2745,8459,4185,1575,2610,4274,1639,2635,8998,4515,1575,2940,4483,1734,2749,9376,4574,1547,3027,4802,1903,2899,8657,3974,1292,2682,4683,2207,2476,8581,3837,1279,2558,4744,2665,2079,7511,3055,1111,1944,4456,2973,1483,5284,1871,769,1102,3413,2704,709,3250,824,394,430,2426,2104,322,2147,444,260,184,1703,1605,98,7779,0,0,0,0,0,0,0,0,8,14,15,33,81,312,2406,2271,1535,716,388
01AC      ,179529,86627,51545,35082,92902,57224,35678,12347,6369,6369,0,5978,5978,0,11252,5795,5795,0,5457,5457,0,13463,6844,6844,0,6619,6619,0,2855,1446,1446,0,1409,1409,0,12751,6369,6264,105,6382,5975,407,17600,8495,6946,1549,9105,6323,2782,14945,7484,4189,3295,7461,3518,3943,12530,6247,2478,3769,6283,2275,4008,9242,4517,1516,3001,4725,1537,3188,9140,4568,1332,3236,4572,1376,3196,9152,4537,1245,3292,4615,1298,3317,9818,4885,1358,3527,4933,1415,3518,9937,4886,1259,3627,5051,1617,3434,8757,4229,1131,3098,4528,1829,2699,8446,3879,1125,2754,4567,2294,2273,7471,3071,955,2116,4400,2737,1663,5174,1874,709,1165,3300,2448,852,2923,811,375,436,2112,1808,304,1726,321,209,112,1405,1311,94,8329,0,0,0,0,0,0,0,0,3,6,6,27,52,260,2722,2548,1662,745,298
01AD      ,144616,68782,41363,27419,75834,48096,27738,7274,3681,3681,0,3593,3593,0,6561,3266,3266,0,3295,3295,0,8001,3996,3996,0,4005,4005,0,1815,881,881,0,934,934,0,8621,4172,4123,49,4449,4270,179,15547,7256,6363,893,8291,6617,1674,14393,7218,4826,2392,7175,4081,3094,12271,6324,3157,3167,5947,2632,3315,8858,4446,1803,2643,4412,1720,2692,7774,3886,1386,2500,3888,1391,2497,7356,3768,1288,2480,3588,1212,2376,7527,3690,1256,2434,3837,1335,2502,8003,3908,1227,2681,4095,1506,2589,7497,3450,995,2455,4047,1739,2308,7728,3348,1047,2301,4380,2313,2067,6550,2714,853,1861,3836,2448,1388,4577,1707,661,1046,2870,2189,681,2577,716,332,384,1861,1570,291,1686,355,222,133,1331,1246,85,7549,0,0,0,0,0,0,0,0,4,5,12,26,63,306,2404,2263,1496,651,319
01AE      ,202650,97987,55641,42346,104663,61825,42838,11733,6028,6028,0,5705,5705,0,11082,5777,5777,0,5305,5305,0,14256,7173,7173,0,7083,7083,0,3206,1630,1630,0,1576,1576,0,13838,6963,6871,92,6875,6533,342,20563,10103,8598,1505,10460,7552,2908,17858,9088,5305,3783,8770,4014,4756,15922,7954,3074,4880,7968,2592,5376,12376,6001,1705,4296,6375,1734,4641,11897,5897,1437,4460,6000,1453,4547,11151,5657,1250,4407,5494,1378,4116,10782,5408,1252,4156,5374,1467,3907,10620,5235,1249,3986,5385,1716,3669,9221,4439,960,3479,4782,1894,2888,9082,4035,1016,3019,5047,2573,2474,7804,3209,937,2272,4595,2811,1784,5688,1971,669,1302,3717,2767,950,3349,970,425,545,2379,1999,380,2222,449,285,164,1773,1673,100,9221,0,0,0,0,0,0,0,0,4,10,14,36,81,328,2957,2691,1781,901,418
01AF      ,157522,75893,44676,31217,81629,49970,31659,8958,4542,4542,0,4416,4416,0,7995,4040,4040,0,3955,3955,0,10113,5229,5229,0,4884,4884,0,2212,1120,1120,0,1092,1092,0,9864,4994,4916,78,4870,4564,306,15793,7665,6371,1294,8128,5978,2150,14307,7154,4461,2693,7153,3830,3323,12401,6228,2798,3430,6173,2537,3636,9384,4623,1670,2953,4761,1603,3158,8524,4256,1323,2933,4268,1309,2959,8328,4155,1236,2919,4173,1203,2970,9113,4472,1323,3149,4641,1382,3259,9450,4686,1340,3346,4764,1662,3102,8083,3911,1107,2804,4172,1741,2431,7828,3566,1084,2482,4262,2240,2022,6463,2692,956,1736,3771,2456,1315,4541,1578,616,962,2963,2278,685,2614,709,368,341,1905,1641,264,1551,273,176,97,1278,1199,79,7448,0,0,0,0,0,0,0,0,4,7,8,18,58,263,2527,2257,1403,655,248
01AG      ,125892,57677,36178,21499,68215,46585,21630,5410,2692,2692,0,2718,2718,0,4875,2405,2405,0,2470,2470,0,5287,2628,2628,0,2659,2659,0,1217,616,616,0,601,601,0,7101,3256,3217,39,3845,3719,126,15949,6731,6135,596,9218,7917,1301,14051,6631,4817,1814,7420,4832,2588,12285,5988,3198,2790,6297,3195,3102,8933,4508,1969,2539,4425,1962,2463,7439,3722,1453,2269,3717,1522,2195,6606,3333,1273,2060,3273,1359,1914,6559,3154,1192,1962,3405,1495,1910,6408,3032,1065,1967,3376,1611,1765,5894,2580,865,1715,3314,1782,1532,5599,2445,897,1548,3154,1952,1202,4830,1885,738,1147,2945,2121,824,3719,1203,543,660,2516,2056,460,2235,580,289,291,1655,1475,180,1495,288,186,102,1207,1139,68,4995,0,0,0,0,0,0,0,0,12,14,23,54,110,294,1391,1364,989,484,260
01AH      ,244143,117342,70378,46964,126801,79157,47644,13893,7002,7002,0,6891,6891,0,12950,6595,6595,0,6355,6355,0,16862,8426,8426,0,8436,8436,0,3893,2016,2016,0,1877,1877,0,17064,8287,8181,106,8777,8386,391,26185,12800,11037,1763,13385,10221,3164,21916,11191,7180,4011,10725,5785,4940,17726,9041,4097,4944,8685,3353,5332,13263,6578,2307,4271,6685,2192,4493,13028,6349,1949,4400,6679,2032,4647,12630,6295,1837,4458,6335,1815,4520,13570,6636,1876,4760,6934,2134,4800,14088,6873,1805,5068,7215,2417,4798,12490,5994,1550,4444,6496,2665,3831,11714,5309,1504,3805,6405,3313,3092,9536,3936,1281,2655,5600,3588,2012,6698,2385,904,1481,4313,3262,1051,3938,1112,515,597,2826,2412,414,2699,517,316,201,2182,2023,159,11322,0,0,0,0,0,0,0,0,5,5,12,19,101,442,3772,3294,2150,1034,488
01AJ      ,230488,110100,58866,51234,120388,68276,52112,12775,6534,6534,0,6241,6241,0,12562,6334,6334,0,6228,6228,0,17081,8660,8660,0,8421,8421,0,3765,1906,1906,0,1859,1859,0,16431,8197,8097,100,8234,7793,441,20772,10138,8165,1973,10634,7185,3449,17324,8790,4527,4263,8534,3511,5023,15860,7916,2643,5273,7944,2196,5748,12735,6256,1562,4694,6479,1510,4969,12577,6135,1412,4723,6442,1489,4953,12147,5973,1270,4703,6174,1321,4853,13340,6447,1273,5174,6893,1553,5340,14182,6811,1354,5457,7371,2126,5245,12700,6060,1194,4866,6640,2392,4248,12161,5482,1172,4310,6679,3125,3554,10052,4243,1112,3131,5809,3473,2336,7189,2570,858,1712,4619,3313,1306,4086,1115,490,625,2971,2507,464,2749,533,303,230,2216,2033,183,12386,0,0,0,0,0,0,0,0,4,6,10,29,86,470,4160,3687,2365,1055,514
01AK      ,209128,102419,54418,48001,106709,58760,47949,14883,7647,7647,0,7236,7236,0,13660,6979,6979,0,6681,6681,0,16308,8468,8468,0,7840,7840,0,3510,1781,1781,0,1729,1729,0,14423,7253,7114,139,7170,6554,616,19296,9543,6924,2619,9753,5312,4441,17086,8693,3435,5258,8393,2478,5915,14610,7483,1941,5542,7127,1574,5553,11111,5450,1156,4294,5661,1060,4601,11246,5708,1069,4639,5538,1072,4466,10808,5514,1061,4453,5294,1080,4214,11211,5678,1162,4516,5533,1293,4240,12035,5969,1273,4696,6066,1694,4372,10457,4967,1002,3965,5490,1962,3528,9865,4525,1042,3483,5340,2575,2765,8075,3431,1007,2424,4644,2764,1880,5668,2124,736,1388,3544,2634,910,3087,873,404,469,2214,1864,350,1789,333,217,116,1456,1358,98,10302,0,0,0,0,0,0,0,0,6,4,9,21,66,355,3639,3079,1977,825,321
01AL      ,209735,100325,55837,44488,109410,64067,45343,12523,6427,6427,0,6096,6096,0,11202,5727,5727,0,5475,5475,0,14215,7300,7300,0,6915,6915,0,3279,1658,1658,0,1621,1621,0,14420,7062,6938,124,7358,6874,484,20173,9695,7655,2040,10478,6968,3510,16127,8105,4253,3852,8022,3621,4401,13683,6924,2573,4351,6759,2236,4523,10503,5105,1553,3552,5398,1592,3806,10815,5288,1443,3845,5527,1426,4101,11019,5375,1385,3990,5644,1446,4198,12562,6140,1536,4604,6422,1678,4744,14095,6865,1703,5162,7230,2200,5030,12074,5806,1389,4417,6268,2369,3899,11571,5268,1392,3876,6303,3120,3183,9230,3936,1260,2676,5294,3320,1974,6300,2270,919,1351,4030,3047,983,3601,922,463,459,2679,2316,363,2343,452,263,189,1891,1747,144,11007,0,0,0,0,0,0,0,0,7,14,11,18,89,383,3873,3272,2047,864,429
01AM      ,139996,69494,39203,30291,70502,41479,29023,9506,4939,4939,0,4567,4567,0,8169,4237,4237,0,3932,3932,0,9424,4888,4888,0,4536,4536,0,2096,1065,1065,0,1031,1031,0,9549,4760,4651,109,4789,4297,492,14422,7159,5402,1757,7263,4534,2729,10921,5681,2745,2936,5240,2210,3030,7989,4092,1618,2474,3897,1284,2613,6394,3149,930,2219,3245,914,2331,7242,3789,925,2864,3453,912,2541,7860,4187,1032,3155,3673,883,2790,8938,4632,1191,3441,4306,1123,3183,9212,4703,1269,3434,4509,1398,3111,7530,3864,1133,2731,3666,1463,2203,7062,3330,1089,2241,3732,1878,1854,5899,2604,892,1712,3295,2081,1214,4040,1478,684,794,2562,1947,615,2373,667,340,327,1706,1467,239,1370,270,173,97,1100,1022,78,7215,0,0,0,0,0,0,0,0,6,12,14,23,51,214,2466,2228,1325,620,256
01AN      ,252240,120193,68610,51583,132047,79694,52353,13823,6999,6999,0,6824,6824,0,13534,6885,6885,0,6649,6649,0,16759,8505,8505,0,8254,8254,0,3886,1981,1981,0,1905,1905,0,16308,8223,8143,80,8085,7756,329,23457,11442,9854,1588,12015,8972,3043,21903,11042,6846,4196,10861,5493,5368,20020,10063,4190,5873,9957,3550,6407,14786,7238,2360,4878,7548,2244,5304,13731,6840,1902,4938,6891,1854,5037,13040,6474,1560,4914,6566,1815,4751,13402,6527,1618,4909,6875,2031,4844,14578,6972,1626,5346,7606,2445,5161,13209,6130,1398,4732,7079,2848,4231,12999,5681,1413,4268,7318,3737,3581,11042,4553,1354,3199,6489,4079,2410,7716,2681,951,1730,5035,3815,1220,4763,1293,596,697,3470,2986,484,3284,664,429,235,2620,2437,183,12697,0,0,0,0,0,0,0,0,5,7,18,46,116,505,4129,3722,2349,1185,615
01AP      ,163892,76562,46047,30515,87330,57299,30031,6489,3317,3317,0,3172,3172,0,5725,2918,2918,0,2807,2807,0,6979,3569,3569,0,3410,3410,0,1595,788,788,0,807,807,0,9690,4571,4511,60,5119,4928,191,18282,8138,7216,922,10144,8361,1783,14954,7220,4943,2277,7734,4825,2909,13032,6321,3319,3002,6711,3427,3284,10452,5233,2359,2874,5219,2288,2931,9546,4775,1921,2854,4771,1898,2873,9302,4694,1791,2903,4608,1791,2817,10024,4942,1777,3165,5082,2024,3058,10106,4918,1713,3205,5188,2232,2956,9575,4555,1636,2919,5020,2501,2519,9050,3998,1474,2524,5052,2984,2068,8035,3188,1217,1971,4847,3344,1503,5780,2055,882,1173,3725,2946,779,3227,889,432,457,2338,2052,286,2049,473,264,209,1576,1502,74,7907,0,0,0,0,0,0,0,0,8,16,43,76,148,413,2334,2181,1577,713,398
02AQ      ,148979,71797,34389,37408,77182,39396,37786,9003,4589,4589,0,4414,4414,0,9347,4687,4687,0,4660,4660,0,10739,5505,5505,0,5234,5234,0,2282,1158,1158,0,1124,1124,0,9501,4703,4601,102,4798,4418,380,11688,5941,4133,1808,5747,2908,2839,10200,5186,1896,3290,5014,1235,3779,10183,5242,1128,4114,4941,924,4017,7460,3774,755,3019,3686,610,3076,7298,3556,590,2966,3742,602,3140,7782,3787,624,3163,3995,646,3349,9290,4423,753,3670,4867,952,3915,10811,5182,797,4385,5629,1369,4260,8960,4241,670,3571,4719,1468,3251,8425,3872,659,3213,4553,1856,2697,6926,3021,706,2315,3905,2177,1728,4806,1809,585,1224,2997,2069,928,2801,802,367,435,1999,1660,339,1477,319,186,133,1158,1070,88,9211,0,0,0,0,0,0,0,0,1,4,7,10,48,371,3309,2729,1679,757,296
02AR      ,290197,138042,69639,68403,152155,83129,69026,16578,8516,8516,0,8062,8062,0,17003,8659,8659,0,8344,8344,0,19269,9882,9882,0,9387,9387,0,4168,2169,2169,0,1999,1999,0,18192,8967,8869,98,9225,8892,333,23959,11777,10114,1663,12182,8754,3428,21254,10633,5605,5028,10621,4082,6539,22183,10813,3107,7706,11370,2648,8722,18182,8863,1750,7113,9319,1779,7540,15991,7810,1303,6507,8181,1559,6622,15815,7714,1265,6449,8101,1604,6497,16425,7903,1253,6650,8522,1892,6630,17363,8258,1339,6919,9105,2522,6583,15516,7230,1117,6113,8286,2837,5449,15907,7198,1307,5891,8709,3883,4826,13501,5682,1235,4447,7819,4538,3281,9541,3444,993,2451,6097,4386,1711,5626,1663,670,993,3963,3289,674,3724,861,486,375,2863,2672,191,14487,0,0,0,0,0,0,0,0,4,8,13,40,148,649,4397,4171,2855,1417,785
02AS      ,214355,104608,48721,55887,109747,53611,56136,12433,6438,6438,0,5995,5995,0,14001,7225,7225,0,6776,6776,0,17170,8756,8756,0,8414,8414,0,3695,1885,1885,0,1810,1810,0,13955,7251,7181,70,6704,6463,241,14843,7408,5764,1644,7435,4218,3217,14516,7255,2428,4827,7261,1553,5708,17157,8475,1495,6980,8682,1162,7520,14566,7174,966,6208,7392,894,6498,13195,6509,842,5667,6686,903,5783,12822,6460,704,5756,6362,848,5514,12876,6368,731,5637,6508,1076,5432,12702,6224,774,5450,6478,1385,5093,11003,5314,691,4623,5689,1685,4004,10174,4607,734,3873,5567,2350,3217,8554,3636,746,2890,4918,2659,2259,5844,2245,713,1532,3599,2487,1112,3041,934,392,542,2107,1681,426,1808,444,256,188,1364,1252,112,10957,0,0,0,0,0,0,0,0,9,6,5,13,70,568,3655,3249,2089,870,423
02AT      ,251238,122846,67928,54918,128392,73181,55211,15446,7976,7976,0,7470,7470,0,14059,7139,7139,0,6920,6920,0,17886,9131,9131,0,8755,8755,0,4113,2081,2081,0,2032,2032,0,17954,8966,8858,108,8988,8554,434,25159,12378,10598,1780,12781,9146,3635,20602,10539,5890,4649,10063,4320,5743,17800,8891,3050,5841,8909,2477,6432,15124,7396,1914,5482,7728,1751,5977,15200,7660,1724,5936,7540,1653,5887,14644,7486,1457,6029,7158,1517,5641,14055,7029,1461,5568,7026,1701,5325,13562,6714,1440,5274,6848,1975,4873,12014,5765,1208,4557,6249,2327,3922,11850,5512,1279,4233,6338,3009,3329,9584,4095,1131,2964,5489,3190,2299,6505,2466,810,1656,4039,2853,1186,3549,1106,465,641,2443,2040,403,2132,516,316,200,1616,1491,125,11309,0,0,0,0,0,0,0,0,3,17,10,45,123,462,3760,3310,2111,997,471
02AU      ,294526,141685,67349,74336,152841,77907,74934,15656,8073,8073,0,7583,7583,0,17521,8918,8918,0,8603,8603,0,22235,11303,11303,0,10932,10932,0,4836,2493,2493,0,2343,2343,0,19163,9878,9810,68,9285,9052,233,20397,10531,8981,1550,9866,6787,3079,17987,8906,4149,4757,9081,2727,6354,23133,11328,2679,8649,11805,2132,9673,19510,9628,1557,8071,9882,1485,8397,17303,8360,1122,7238,8943,1332,7611,17505,8566,1071,7495,8939,1431,7508,18971,9077,1054,8023,9894,1781,8113,19233,9287,1052,8235,9946,2305,7641,16853,8082,1000,7082,8771,2645,6126,14646,6588,1008,5580,8058,3469,4589,12382,5186,1038,4148,7196,4030,3166,8773,3226,935,2291,5547,3895,1652,4958,1475,633,842,3483,2875,608,3464,780,473,307,2684,2500,184,15486,0,0,0,0,0,0,0,0,10,5,12,47,145,1089,4817,4371,2893,1369,728
02AW      ,316306,152756,76805,75951,163550,87040,76510,18855,9680,9680,0,9175,9175,0,19167,9804,9804,0,9363,9363,0,24200,12285,12285,0,11915,11915,0,5450,2838,2838,0,2612,2612,0,21602,10932,10829,103,10670,10246,424,25047,12413,10019,2394,12634,7986,4648,23723,11924,5261,6663,11799,3566,8233,25426,12723,3217,9506,12703,2511,10192,20266,10091,1957,8134,10175,1886,8289,18414,9024,1465,7559,9390,1636,7754,18050,8985,1405,7580,9065,1633,7432,18472,9075,1366,7709,9397,1981,7416,18455,8918,1280,7638,9537,2484,7053,15715,7501,1130,6371,8214,2743,5471,14158,6343,1125,5218,7815,3532,4283,12222,5077,1198,3879,7145,4140,3005,8464,3011,909,2102,5453,3943,1510,5066,1375,575,800,3691,3109,582,3554,757,462,295,2797,2579,218,14288,0,0,0,0,0,0,0,0,13,14,19,43,165,889,4381,4191,2652,1234,687
02AX      ,278677,136304,72452,63852,142373,78306,64067,17772,9209,9209,0,8563,8563,0,16192,8327,8327,0,7865,7865,0,19582,10076,10076,0,9506,9506,0,4197,2089,2089,0,2108,2108,0,17863,8966,8838,128,8897,8368,529,24873,12347,10068,2279,12526,8085,4441,23600,11975,5901,6074,11625,4305,7320,21961,11172,3544,7628,10789,2653,8136,17033,8435,2098,6337,8598,1913,6685,16176,8232,1784,6448,7944,1660,6284,15525,7820,1560,6260,7705,1589,6116,15223,7502,1531,5971,7721,1808,5913,15947,7931,1560,6371,8016,2191,5825,13724,6610,1258,5352,7114,2609,4505,13093,6039,1366,4673,7054,3254,3800,11040,4737,1268,3469,6303,3742,2561,7753,2918,1025,1893,4835,3515,1320,4181,1260,552,708,2921,2476,445,2942,659,398,261,2283,2096,187,13432,0,0,0,0,0,0,0,0,8,14,26,60,131,597,4355,3934,2525,1180,602
02AY      ,257154,124164,60040,64124,132990,68404,64586,14855,7645,7645,0,7210,7210,0,15537,8057,8057,0,7480,7480,0,19052,9793,9793,0,9259,9259,0,4122,2137,2137,0,1985,1985,0,16148,8163,8083,80,7985,7600,385,19019,9571,7676,1895,9448,5732,3716,18016,8962,3708,5254,9054,2376,6678,19380,9682,2202,7480,9698,1698,8000,16147,8023,1395,6628,8124,1264,6860,15208,7648,1180,6468,7560,1107,6453,14687,7343,1061,6282,7344,1254,6090,14993,7360,1030,6330,7633,1436,6197,15193,7373,1082,6291,7820,1894,5926,13658,6462,951,5511,7196,2357,4839,13549,6010,1083,4927,7539,3252,4287,11846,4944,1105,3839,6902,3938,2964,8159,3034,912,2122,5125,3639,1486,4584,1332,569,763,3252,2724,528,3001,625,371,254,2376,2199,177,13910,0,0,0,0,0,0,0,0,3,2,12,24,85,647,4387,4195,2733,1232,590
02AZ      ,209873,101031,51524,49507,108842,58867,49975,13488,6890,6890,0,6598,6598,0,13386,6779,6779,0,6607,6607,0,15926,8134,8134,0,7792,7792,0,3408,1706,1706,0,1702,1702,0,14088,7099,6986,113,6989,6529,460,17724,8753,6510,2243,8971,5145,3826,15704,7898,3275,4623,7806,2452,5354,15786,7945,2039,5906,7841,1787,6054,12160,5981,1257,4724,6179,1301,4878,10777,5291,923,4368,5486,1037,4449,10499,5163,860,4303,5336,1004,4332,11613,5587,894,4693,6026,1247,4779,12800,6092,1018,5074,6708,1757,4951,11799,5499,901,4598,6300,2108,4192,10575,4866,942,3924,5709,2583,3126,8484,3700,937,2763,4784,2793,1991,5951,2173,725,1448,3778,2734,1044,3396,973,437,536,2423,2011,412,2309,502,311,191,1807,1680,127,11220,0,0,0,0,0,0,0,0,4,4,8,25,71,484,3925,3277,2024,924,474
02BA      ,196159,94437,45628,48809,101722,52592,49130,11545,5841,5841,0,5704,5704,0,12243,6281,6281,0,5962,5962,0,14031,7263,7263,0,6768,6768,0,3043,1524,1524,0,1519,1519,0,12338,6233,6200,33,6105,5945,160,14305,7183,6285,898,7122,4954,2168,13748,6800,3117,3683,6948,2061,4887,15320,7558,1653,5905,7762,1209,6553,13198,6490,1064,5426,6708,984,5724,12060,6049,852,5197,6011,903,5108,11423,5747,754,4993,5676,949,4727,11073,5380,738,4642,5693,1119,4574,10920,5272,657,4615,5648,1376,4272,9774,4600,628,3972,5174,1647,3527,10089,4445,695,3750,5644,2406,3238,9085,3819,714,3105,5266,2878,2388,6250,2375,657,1718,3875,2662,1213,3550,1086,438,648,2464,2002,462,2164,491,267,224,1673,1544,129,10604,0,0,0,0,0,0,0,0,3,5,11,16,99,549,3157,3156,2119,1028,461
02BB      ,239788,117553,54520,63033,122235,58801,63434,13672,6996,6996,0,6676,6676,0,15778,8161,8161,0,7617,7617,0,19122,9918,9918,0,9204,9204,0,4232,2160,2160,0,2072,2072,0,16180,8279,8218,61,7901,7632,269,17009,8765,7084,1681,8244,4999,3245,15500,7831,2775,5056,7669,1684,5985,18573,9202,1610,7592,9371,1264,8107,15440,7545,941,6604,7895,936,6959,14015,6850,732,6118,7165,846,6319,14623,7088,744,6344,7535,902,6633,16139,7888,751,7137,8251,1207,7044,16879,8385,848,7537,8494,1566,6928,13161,6527,731,5796,6634,1786,4848,10726,5019,782,4237,5707,2270,3437,8283,3596,735,2861,4687,2519,2168,5450,2028,665,1363,3422,2423,999,3115,901,387,514,2214,1827,387,1891,414,282,132,1477,1371,106,11253,0,0,0,0,0,0,0,0,2,3,9,30,89,697,4040,3238,1895,861,389
02BC      ,226263,110905,53084,57821,115358,57379,57979,13603,7001,7001,0,6602,6602,0,13754,7017,7017,0,6737,6737,0,16488,8421,8421,0,8067,8067,0,3552,1780,1780,0,1772,1772,0,15219,7859,7770,89,7360,7002,358,17827,9033,7097,1936,8794,5134,3660,16378,8328,3259,5069,8050,2019,6031,17154,8664,2027,6637,8490,1434,7056,14277,7189,1256,5933,7088,1004,6084,13426,6623,978,5645,6803,1049,5754,13293,6693,906,5787,6600,990,5610,13584,6739,894,5845,6845,1150,5695,13902,6860,884,5976,7042,1494,5548,11894,5671,749,4922,6223,1807,4416,11245,5174,804,4370,6071,2464,3607,9169,3963,815,3148,5206,2775,2431,6257,2440,753,1687,3817,2631,1186,3221,984,406,578,2237,1830,407,2020,466,267,199,1554,1418,136,11508,0,0,0,0,0,0,0,0,1,5,8,19,96,564,3859,3381,2221,913,441
02BD      ,198938,97162,50131,47031,101776,54492,47284,12519,6358,6358,0,6161,6161,0,11784,5952,5952,0,5832,5832,0,14037,7230,7230,0,6807,6807,0,3008,1581,1581,0,1427,1427,0,12887,6674,6605,69,6213,5887,326,17143,8514,6832,1682,8629,5204,3425,16417,8229,3757,4472,8188,2743,5445,15933,8086,2357,5729,7847,1883,5964,12157,6065,1386,4679,6092,1248,4844,11706,5885,1137,4748,5821,1074,4747,11008,5682,1014,4668,5326,1014,4312,11194,5550,1053,4497,5644,1195,4449,11220,5511,975,4536,5709,1573,4136,9715,4656,841,3815,5059,1680,3379,9357,4173,857,3316,5184,2445,2739,8048,3427,832,2595,4621,2708,1913,5754,2218,716,1502,3536,2456,1080,3139,926,398,528,2213,1810,403,1912,445,250,195,1467,1345,122,9890,0,0,0,0,0,0,0,0,5,7,10,18,99,445,3095,2901,2027,869,414
02BE      ,131236,62953,30600,32353,68283,35679,32604,7290,3764,3764,0,3526,3526,0,7611,3955,3955,0,3656,3656,0,8727,4551,4551,0,4176,4176,0,1953,965,965,0,988,988,0,7337,3699,3673,26,3638,3530,108,9178,4539,3815,724,4639,3152,1487,9603,4707,2304,2403,4896,1578,3318,11312,5717,1520,4197,5595,1101,4494,8775,4501,944,3557,4274,769,3505,7544,3748,715,3033,3796,700,3096,7161,3573,586,2987,3588,693,2895,7414,3622,596,3026,3792,863,2929,7914,3683,574,3109,4231,1143,3088,7404,3433,519,2914,3971,1331,2640,7261,3208,573,2635,4053,1837,2216,6249,2591,580,2011,3658,2095,1563,4352,1581,461,1120,2771,1949,822,2474,746,276,470,1728,1387,341,1677,370,229,141,1307,1205,102,7331,0,0,0,0,0,0,0,0,3,5,2,18,71,384,2223,2153,1433,697,342
02BF      ,165102,78882,39100,39782,86220,46054,40166,9087,4619,4619,0,4468,4468,0,9174,4756,4756,0,4418,4418,0,11035,5735,5735,0,5300,5300,0,2366,1185,1185,0,1181,1181,0,9835,5024,4981,43,4811,4649,162,12205,6099,5099,1000,6106,4105,2001,12270,6090,3013,3077,6180,2081,4099,13084,6679,1890,4789,6405,1419,4986,10434,5163,1133,4030,5271,1046,4225,9308,4624,816,3808,4684,884,3800,8866,4382,784,3598,4484,934,3550,9600,4610,796,3814,4990,1095,3895,10217,4817,760,4057,5400,1436,3964,9129,4259,669,3590,4870,1712,3158,9117,4058,790,3268,5059,2290,2769,8022,3294,786,2508,4728,2767,1961,5884,2077,656,1421,3807,2728,1079,3296,963,368,595,2333,1948,385,2173,448,264,184,1725,1593,132,9362,0,0,0,0,0,0,0,0,2,1,4,31,62,422,2933,2730,1871,883,423
